image_id,in_labeled_1pct,in_labeled_5pct,in_labeled_10pct,in_labeled_20pct,zero_gt,annotation_count,class_count
1217,0,0,0,0,0,6,2
1218,0,0,0,0,0,6,2
1219,1,1,1,1,0,6,2
1221,0,0,0,0,0,4,2
1222,0,0,0,1,0,9,3
1223,0,0,0,0,0,7,3
1225,0,0,0,0,0,6,2
1226,0,0,0,0,0,7,3
1227,0,0,0,1,0,10,3
1228,0,0,0,0,0,5,3
1229,0,0,0,0,1,0,0
1231,0,0,0,0,0,4,2
1232,0,0,1,1,0,4,2
1233,0,0,0,0,1,0,0
1234,0,0,0,0,0,3,1
1236,0,0,0,0,0,9,6
1237,0,0,0,0,0,3,1
1238,0,0,0,0,0,6,1
1239,0,0,0,0,0,10,4
1240,0,0,0,0,0,9,4
1243,0,0,0,0,1,0,0
1244,0,1,1,1,0,6,2
1245,0,0,0,0,0,9,4
1250,0,0,1,1,0,6,2
1253,0,0,0,0,0,7,3
1254,0,0,0,0,0,3,1
1256,0,1,1,1,0,23,5
1258,0,0,0,0,0,11,5
1259,0,0,0,1,0,5,3
1260,0,0,0,0,0,15,4
1261,0,0,0,0,0,6,2
1262,0,1,1,1,0,6,2
1263,0,0,0,0,0,4,2
1264,0,0,0,0,0,19,6
1265,0,0,0,0,0,13,6
1266,0,0,0,0,0,5,3
1269,0,0,0,0,0,9,5
1270,0,0,0,0,0,5,2
1271,0,0,0,1,1,0,0
1273,0,0,0,0,0,5,2
1275,0,0,0,0,0,6,4
1276,0,0,0,0,0,11,4
1277,0,0,0,0,0,8,4
1280,0,0,0,0,1,0,0
1281,0,0,1,1,0,4,3
1282,0,0,0,0,0,8,3
1283,0,0,0,0,1,0,0
1287,0,0,0,0,0,10,2
1289,0,0,0,0,0,10,6
1290,0,0,0,0,1,0,0
1291,0,0,0,1,0,5,3
1292,0,0,0,0,0,6,4
1293,0,0,0,0,0,3,2
1294,0,0,1,1,0,9,4
1295,0,0,0,0,0,8,3
1296,0,0,0,0,0,30,9
1297,0,0,0,0,0,9,3
1299,0,0,0,0,0,13,3
1300,0,0,0,0,0,6,2
1303,0,0,0,0,0,4,2
1304,0,0,0,0,0,4,2
1305,0,0,0,1,0,7,3
1306,0,0,0,0,1,0,0
1307,0,0,0,0,0,4,1
1309,0,0,0,1,0,14,7
1310,0,0,0,0,0,9,6
1311,0,0,0,1,0,6,5
1312,0,0,1,1,1,0,0
1314,0,0,0,0,0,8,3
1316,0,0,0,0,0,10,3
1318,0,0,1,1,0,4,2
1320,0,0,0,1,0,10,5
1321,0,0,0,0,0,6,2
1322,0,0,0,0,0,27,6
1323,0,0,0,0,0,15,7
1324,0,0,0,0,0,11,4
1325,0,0,0,0,0,7,3
1326,0,0,0,0,0,7,4
1327,0,0,0,0,0,6,3
1328,0,0,0,0,0,11,5
1330,0,0,0,0,0,4,2
1331,0,0,0,0,0,7,3
1335,0,0,0,0,0,11,7
1336,0,0,0,0,0,6,2
1339,0,0,0,0,0,11,5
1342,0,0,0,0,1,0,0
1344,0,0,0,0,0,13,3
1345,0,0,0,0,0,6,2
1346,0,0,0,1,0,11,5
1347,0,0,0,1,0,4,3
1348,0,0,0,1,0,6,2
1349,0,0,0,0,0,10,6
1352,0,0,0,1,0,10,3
1354,0,0,0,0,0,7,3
1357,0,0,0,0,0,6,2
1358,0,0,0,0,0,10,4
1359,0,0,0,0,0,4,2
1361,1,1,1,1,0,14,8
1362,0,0,0,0,0,17,8
1363,0,0,0,1,0,6,3
1364,0,0,0,0,0,6,3
1365,0,0,0,0,0,5,2
1366,0,0,0,1,0,5,2
1367,0,0,0,0,0,11,2
1368,0,0,0,0,0,3,1
1369,0,0,0,0,1,0,0
1370,0,0,0,0,0,9,4
1371,0,1,1,1,0,9,2
1372,0,0,0,1,0,4,3
1373,0,0,0,0,0,8,3
1375,0,0,0,1,0,13,3
1376,0,0,0,0,0,3,1
1377,0,1,1,1,0,10,4
1378,0,0,0,0,0,5,2
1379,0,0,0,0,0,3,2
1380,0,0,0,0,1,0,0
1382,0,0,0,0,1,0,0
1383,1,1,1,1,0,7,5
1386,0,0,0,1,0,3,1
1388,0,0,0,0,1,0,0
1392,0,0,0,0,0,5,3
1393,0,0,0,0,0,15,6
1394,0,0,0,1,0,8,3
1395,0,0,0,0,0,4,2
1396,0,0,0,0,0,6,2
1398,0,0,0,0,0,7,3
1399,0,0,0,0,0,5,3
1400,0,0,0,0,0,3,1
1401,0,1,1,1,0,5,3
1403,0,0,0,0,0,6,2
1405,0,0,0,0,0,6,2
1406,0,0,0,0,0,17,5
1407,0,0,0,0,0,7,5
1408,0,0,0,0,0,7,3
1410,0,0,0,0,0,5,2
1412,0,0,0,0,0,5,3
1413,0,0,0,0,1,0,0
1414,0,0,0,0,0,28,6
1415,0,0,0,0,0,4,2
1417,0,0,0,1,0,6,3
1418,0,0,0,0,0,6,1
1420,0,0,0,0,0,8,2
1421,0,0,0,0,0,39,5
1422,0,0,0,0,0,17,6
1425,0,0,0,0,0,6,2
1426,0,0,0,0,0,8,3
1427,0,0,0,0,0,12,5
1428,0,0,0,0,0,6,3
1429,0,1,1,1,0,9,5
1430,0,0,0,0,0,9,4
1433,0,0,0,0,0,10,3
1434,0,0,1,1,0,7,5
1435,0,0,1,1,1,0,0
1436,0,0,0,0,0,5,3
1437,0,0,0,0,0,3,1
1439,0,0,0,0,0,32,6
1440,0,0,1,1,0,8,3
1441,0,0,0,0,0,6,3
1442,0,0,0,0,0,12,5
1445,0,0,0,0,0,5,3
1446,0,0,0,0,0,17,8
1447,0,0,0,0,0,8,5
1449,0,0,0,0,0,4,2
1451,0,0,0,0,0,6,3
1452,0,0,0,0,0,3,1
1456,0,0,0,0,0,6,2
1457,0,0,0,0,0,26,6
1458,0,0,0,0,1,0,0
1459,0,0,0,0,1,0,0
1460,0,1,1,1,0,5,2
1461,0,0,0,0,0,14,3
1462,0,0,0,0,0,4,2
1464,0,0,1,1,0,7,4
1465,0,1,1,1,1,0,0
1466,0,0,0,1,0,6,4
1468,0,0,0,0,0,14,6
1469,0,0,0,0,0,6,4
1470,0,0,0,0,0,6,4
1472,0,0,0,0,0,5,4
1474,0,0,0,0,0,13,6
1475,0,0,0,0,0,10,5
1476,0,1,1,1,1,0,0
1477,0,0,0,0,1,0,0
1478,0,0,0,0,0,3,1
1479,0,0,0,1,0,9,2
1480,0,0,0,0,1,0,0
1481,0,0,0,0,0,5,2
1482,0,0,0,0,0,4,2
1483,0,0,0,0,0,5,3
1484,0,0,0,0,1,0,0
1485,0,0,0,0,0,6,2
1486,0,0,1,1,0,6,2
1488,0,0,0,0,0,9,4
1489,1,1,1,1,0,13,5
1490,0,0,0,0,0,15,7
1491,0,0,1,1,0,6,2
1492,0,0,0,0,0,8,4
1494,0,0,0,0,0,3,2
1496,0,0,0,0,0,4,2
1498,0,0,0,0,0,8,4
1499,0,0,0,0,0,6,2
1500,0,0,0,0,0,3,2
1501,0,0,0,0,0,8,2
1502,0,0,0,0,0,7,3
1503,0,0,0,0,0,3,1
1504,0,1,1,1,0,11,5
1505,0,0,0,0,0,10,5
1506,0,0,0,0,0,3,1
1508,0,0,0,0,0,8,4
1509,0,0,0,0,0,10,6
1510,0,0,0,0,0,12,7
1511,0,0,0,1,0,6,2
1512,0,0,0,0,0,18,5
1513,0,0,0,0,0,5,2
1514,0,0,0,1,0,9,4
1515,0,0,0,1,0,8,3
1516,0,0,1,1,1,0,0
1517,0,0,1,1,0,9,5
1518,0,0,0,0,0,4,2
1520,0,0,0,0,0,7,3
1522,0,0,0,0,0,7,4
1523,0,0,0,0,0,20,8
1524,0,0,0,0,0,13,7
1526,0,0,0,0,1,0,0
1527,0,0,0,1,1,0,0
1530,0,0,0,0,0,7,3
1531,0,0,0,0,0,3,1
1532,0,0,0,0,0,10,3
1533,0,0,0,0,0,12,5
1534,0,0,0,1,0,5,2
1535,0,0,0,0,0,5,4
1536,0,0,0,0,1,0,0
1537,0,0,0,1,0,7,5
1538,0,0,0,0,0,15,6
1539,0,0,0,1,0,4,2
1540,0,0,0,0,0,5,4
1542,0,1,1,1,0,5,3
1544,1,1,1,1,0,8,2
1545,0,0,0,0,0,6,2
1546,0,0,0,0,0,4,2
1550,0,0,0,0,0,5,2
1551,0,0,1,1,0,6,4
1552,0,0,0,0,0,8,3
1553,0,0,0,0,1,0,0
1554,0,0,0,0,0,3,1
1555,0,0,0,0,0,7,3
1556,0,0,0,0,0,13,7
1557,0,0,0,0,0,6,2
1558,0,0,0,0,0,11,5
1559,0,0,0,0,0,18,8
1564,0,0,0,0,0,5,2
1565,0,0,0,0,0,4,2
1567,0,0,0,0,0,9,5
1569,0,0,0,0,0,6,2
1570,0,0,1,1,0,11,6
1571,0,0,0,0,0,6,2
1572,0,0,0,1,0,6,3
1573,0,0,0,0,0,17,7
1574,0,0,0,0,0,4,2
1579,0,0,0,0,0,11,2
1580,0,0,0,0,0,23,8
1582,0,0,0,0,0,3,2
1584,0,0,1,1,0,15,6
1586,0,0,0,0,0,8,4
1587,0,0,0,0,0,9,3
1588,0,0,0,0,0,9,3
1589,0,0,0,0,0,13,7
1590,0,0,0,0,0,3,1
1591,0,0,0,0,0,4,2
1593,0,0,0,0,0,4,3
1594,0,1,1,1,0,5,3
1596,0,0,0,0,0,7,3
1599,0,0,0,0,0,10,5
1600,0,0,0,0,0,20,5
1601,0,0,0,0,1,0,0
1606,0,0,0,0,0,28,4
1607,0,0,0,0,1,0,0
1609,0,0,0,1,1,0,0
1610,0,0,0,1,0,21,6
1611,0,0,0,0,0,4,2
1612,0,0,1,1,1,0,0
1613,0,0,0,0,0,5,2
1615,0,0,0,0,0,6,2
1616,0,0,0,0,0,5,4
1617,0,1,1,1,0,4,2
1618,0,1,1,1,0,19,6
1619,0,0,0,0,1,0,0
1621,0,0,0,1,0,4,2
1622,0,0,0,0,0,9,3
1623,0,0,0,0,0,4,2
1624,0,0,0,0,1,0,0
1626,0,1,1,1,0,6,2
1627,0,0,0,0,1,0,0
1628,0,0,0,0,0,10,5
1629,0,0,0,0,0,4,2
1630,0,0,0,0,0,20,9
1631,0,0,0,0,0,13,9
1632,0,0,0,0,0,7,4
1633,0,0,0,0,1,0,0
1634,0,0,0,0,0,6,2
1635,0,0,0,0,0,6,2
1636,0,0,0,0,0,10,5
1637,0,0,1,1,0,4,2
1639,0,0,0,0,1,0,0
1641,1,1,1,1,0,9,4
1643,0,0,0,0,0,5,3
1644,0,0,0,0,0,5,4
1645,0,0,0,1,0,18,8
1646,0,0,0,0,0,5,3
1648,0,1,1,1,0,6,2
1651,0,1,1,1,0,7,3
1653,0,0,0,0,0,9,3
1654,0,0,0,0,0,3,1
1655,0,0,0,0,0,18,9
1658,0,0,0,0,1,0,0
1659,0,0,0,0,0,6,2
1660,0,0,0,1,0,6,3
1662,0,0,0,0,0,16,6
1663,0,1,1,1,0,21,7
1664,0,0,0,0,0,8,5
1665,0,0,0,0,0,6,2
1666,0,0,0,0,0,11,4
1667,0,0,0,0,1,0,0
1671,0,0,0,1,0,11,4
1672,0,0,0,0,0,16,7
1673,0,0,0,0,0,6,3
1674,0,0,0,0,0,11,6
1676,0,0,0,0,1,0,0
1679,0,0,0,0,0,4,3
1681,0,0,0,0,0,7,3
1685,0,0,0,0,0,6,2
1687,0,0,0,1,0,8,4
1689,0,0,0,1,0,8,3
1690,0,0,0,0,0,7,3
1692,0,0,0,1,0,11,4
1693,0,0,0,0,0,26,6
1695,0,0,0,0,0,6,2
1697,0,0,0,0,1,0,0
1698,0,0,0,1,0,6,3
1699,0,1,1,1,0,4,3
1700,0,0,0,0,1,0,0
1703,0,0,1,1,0,9,3
1704,0,0,0,0,0,14,6
1706,0,0,0,0,0,4,2
1707,0,0,0,0,0,3,1
1708,0,0,0,0,1,0,0
1715,0,0,0,0,0,9,5
1717,0,0,0,0,0,7,4
1718,0,0,0,0,0,3,1
1719,0,0,0,0,0,5,2
1720,0,0,0,1,0,17,7
1721,0,0,1,1,0,3,1
1722,0,0,0,0,0,4,4
1724,0,0,0,0,0,7,3
1727,0,0,0,0,0,16,3
1728,0,0,0,0,0,15,6
1729,0,0,0,0,0,8,4
1730,0,0,0,0,0,7,4
1731,0,0,0,0,1,0,0
1732,0,0,1,1,0,6,3
1733,0,0,0,0,1,0,0
1735,0,0,0,0,0,5,2
1737,0,0,0,0,0,5,2
1738,0,0,0,0,1,0,0
1739,0,0,0,0,0,3,1
1740,0,0,1,1,0,14,2
1741,0,0,0,0,0,5,3
1742,0,0,0,0,0,3,2
1744,0,0,0,0,0,7,3
1745,0,0,0,1,0,10,5
1746,0,0,0,0,0,21,6
1747,0,1,1,1,0,8,3
1748,0,0,0,0,0,10,3
1750,0,0,0,1,0,6,2
1751,0,1,1,1,0,6,3
1752,0,0,0,0,0,5,2
1753,0,0,0,0,0,12,6
1754,0,0,0,0,0,7,3
1756,0,0,0,0,0,10,7
1757,0,0,0,0,0,7,3
1761,0,0,0,0,0,6,5
1762,0,0,0,0,0,11,4
1766,0,0,0,0,1,0,0
1767,0,0,0,0,0,8,5
1768,0,0,0,0,0,3,1
1769,0,0,0,0,0,4,3
1770,0,0,0,0,1,0,0
1771,0,0,0,0,0,10,5
1773,0,0,0,0,0,8,3
1774,0,0,0,0,0,7,4
1775,0,0,0,0,0,4,2
1776,0,0,0,0,0,6,3
1777,0,0,0,0,0,20,6
1778,0,0,0,0,0,4,2
1779,0,0,1,1,0,8,3
1780,0,0,0,1,1,0,0
1785,0,0,0,0,0,5,3
1786,0,0,0,0,0,18,6
1787,0,0,0,0,0,9,4
1788,0,0,0,0,0,12,3
1789,0,0,0,0,0,6,2
1790,0,0,0,0,0,10,4
1794,0,0,0,0,1,0,0
1795,0,0,0,0,0,10,5
1798,0,0,0,0,0,6,2
1801,0,0,0,0,0,4,4
1803,0,0,0,1,0,5,2
1804,0,0,0,0,0,6,3
1805,0,0,0,0,0,4,2
1807,0,0,0,0,1,0,0
1808,0,0,0,0,0,5,2
1809,0,0,0,0,0,11,5
1812,0,0,0,0,0,11,5
1813,0,1,1,1,0,5,3
1814,0,0,0,0,0,10,5
1816,0,0,0,0,1,0,0
1818,0,0,0,0,0,9,7
1819,0,0,0,0,0,3,1
1821,0,0,0,0,0,6,2
1822,0,0,0,0,0,3,1
1823,0,0,0,0,0,13,4
1825,0,0,0,1,0,5,2
1828,0,0,0,1,0,7,4
1830,0,0,0,0,0,14,3
1832,0,0,0,0,0,7,3
1833,0,0,0,0,0,12,5
1834,0,0,0,1,0,8,5
1836,0,0,0,0,0,5,2
1837,0,0,0,0,0,8,6
1838,0,0,0,0,0,3,1
1839,0,0,0,0,0,3,2
1840,0,0,0,0,0,5,3
1841,0,0,0,0,0,8,4
1843,0,0,0,0,0,5,3
1844,0,0,0,1,1,0,0
1845,0,0,0,1,0,12,4
1847,0,0,0,0,0,6,2
1849,0,0,0,0,0,6,2
1850,0,0,0,0,0,14,5
1851,1,1,1,1,0,7,3
1855,0,0,0,1,0,7,5
1857,0,0,0,0,0,8,5
1858,0,0,0,1,0,6,2
1860,0,0,0,0,0,5,2
1861,0,0,0,0,0,18,4
1862,0,0,0,0,0,5,3
1863,0,0,0,0,0,5,2
1864,0,0,0,1,1,0,0
1865,0,0,0,1,0,7,5
1867,0,0,0,0,1,0,0
1868,0,0,0,0,0,4,3
1869,0,1,1,1,0,18,6
1870,0,0,0,0,0,14,7
1871,0,0,0,0,0,13,6
1872,0,1,1,1,0,5,4
1873,0,0,0,0,0,6,4
1874,0,0,1,1,0,3,1
1875,0,0,0,0,0,7,3
1876,0,0,0,0,1,0,0
1877,0,0,0,0,0,11,5
1878,0,0,0,0,0,5,2
1879,0,0,0,0,0,10,6
1882,0,0,0,0,0,7,3
1884,0,0,0,0,0,5,2
1887,0,0,0,0,0,14,5
1888,0,0,0,0,0,3,2
1889,0,0,0,0,1,0,0
1890,0,0,0,0,0,20,7
1891,0,0,0,0,0,4,2
1892,0,0,0,1,0,14,5
1893,0,0,0,0,0,15,7
1894,0,0,0,0,0,5,2
1895,0,0,0,0,0,18,8
1897,0,0,0,0,0,7,3
1898,0,0,0,0,0,11,6
1899,0,0,1,1,1,0,0
1900,0,0,0,0,0,5,2
1902,0,0,0,1,0,12,4
1903,0,0,0,0,1,0,0
1904,0,0,0,0,0,14,6
1905,0,0,0,0,0,7,6
1906,0,0,0,0,0,18,7
1907,0,0,0,0,0,6,3
1909,0,0,0,1,0,9,3
1910,0,0,0,0,0,5,4
1913,0,0,1,1,0,5,2
1914,0,0,0,0,0,8,2
1919,0,0,0,0,0,6,2
1920,0,0,0,0,0,5,3
1921,0,0,0,0,0,9,4
1922,0,0,0,0,0,10,5
1924,0,0,0,0,0,4,3
1925,0,0,0,1,0,3,1
1926,0,0,0,0,0,5,2
1927,0,0,0,0,0,6,2
1928,0,0,0,0,0,5,2
1931,0,0,0,1,0,22,6
1935,0,0,0,0,0,6,4
1936,0,0,0,0,0,3,1
1937,0,0,0,0,0,3,2
1938,0,0,1,1,0,4,2
1941,0,0,0,0,0,17,6
1942,0,0,0,1,0,16,5
1943,0,0,0,1,0,5,2
1944,0,0,0,0,0,8,4
1945,0,0,0,1,0,6,4
1946,0,0,0,1,0,5,3
1947,0,0,0,1,0,8,3
1948,0,0,0,0,0,11,5
1950,0,0,1,1,0,13,4
1951,0,0,0,0,0,7,4
1952,0,1,1,1,0,5,3
1953,0,0,0,0,0,6,4
1954,0,0,0,0,0,6,3
1955,0,0,0,1,0,4,2
1957,0,0,0,0,0,6,2
1958,0,0,1,1,0,6,2
1959,0,0,0,0,0,11,4
1961,0,0,0,1,0,8,3
1962,0,0,1,1,0,20,8
1963,0,1,1,1,1,0,0
1965,0,0,0,0,0,10,7
1967,0,0,0,0,1,0,0
1971,0,0,0,0,0,5,2
1972,0,0,0,0,0,8,5
1973,0,0,0,0,0,11,4
1974,0,0,1,1,1,0,0
1976,0,0,0,0,0,6,3
1977,0,0,0,0,0,5,3
1979,0,0,0,0,0,7,3
1983,0,0,0,0,0,6,2
1984,0,0,0,0,0,3,1
1986,0,0,0,0,0,12,5
1989,0,0,0,0,0,6,3
1992,0,0,0,0,0,13,6
1993,0,0,0,0,0,3,2
1994,0,0,0,0,0,3,1
1995,0,0,0,0,1,0,0
1996,0,0,0,0,0,6,2
1999,0,0,0,0,0,6,2
2003,0,0,0,0,0,12,6
2004,0,0,0,0,0,15,7
2005,0,0,0,0,1,0,0
2006,0,0,0,0,0,8,4
2007,0,0,0,0,0,4,2
2009,0,0,0,0,1,0,0
2010,0,0,0,0,1,0,0
2011,0,0,0,0,0,10,6
2012,0,0,0,0,1,0,0
2015,0,0,0,0,0,9,4
2016,0,0,0,0,0,9,5
2017,0,0,0,0,1,0,0
2019,0,0,0,0,0,12,8
2020,0,0,0,0,1,0,0
2022,0,0,0,0,0,5,2
2023,0,0,0,0,0,5,2
2024,0,0,0,0,0,6,2
2025,0,0,0,0,0,5,3
2026,0,0,0,0,0,11,7
2027,0,0,0,0,1,0,0
2029,0,0,0,0,0,10,4
2032,0,0,0,1,0,4,2
2033,0,0,0,0,0,6,3
2035,0,0,0,0,0,9,5
2036,0,0,0,0,0,9,5
2037,0,0,0,0,0,12,4
2038,0,0,0,0,0,5,2
2043,0,0,0,0,0,17,7
2044,0,0,0,0,0,8,4
2046,0,0,0,1,0,11,7
2049,0,0,0,0,0,9,5
2051,0,0,0,1,0,3,1
2052,0,0,0,0,0,3,1
2053,0,0,0,0,0,9,4
2054,0,0,1,1,0,23,7
2057,0,0,0,0,0,10,5
2058,0,0,0,0,0,3,1
2060,0,0,0,0,1,0,0
2062,0,0,0,0,0,3,1
2064,0,0,0,0,0,6,4
2065,0,0,0,0,0,16,5
2066,0,0,0,0,0,3,1
2067,0,0,0,0,0,22,8
2068,0,0,1,1,0,3,1
2071,0,0,0,0,0,8,3
2072,0,0,0,0,0,9,5
2073,0,0,0,0,0,9,6
2074,0,0,0,1,0,13,5
2076,0,0,0,0,0,6,2
2078,0,0,0,0,0,11,5
2079,0,0,0,1,0,10,8
2080,0,1,1,1,0,3,1
2081,0,0,0,0,0,4,2
2083,0,0,0,0,1,0,0
2084,0,0,0,1,0,6,2
2085,0,0,0,0,0,6,2
2086,0,0,0,0,0,10,2
2087,0,0,0,0,0,7,5
2089,0,0,0,0,0,6,2
2091,0,0,0,0,0,6,3
2092,0,1,1,1,0,5,2
2093,0,0,0,0,0,9,4
2094,0,0,0,0,0,8,3
2096,0,0,0,0,0,10,4
2099,0,0,0,0,0,10,4
2100,0,0,0,0,0,7,3
2101,0,0,0,1,0,3,1
2102,0,0,0,0,0,8,4
2104,0,0,0,0,0,11,5
2105,0,0,0,0,0,8,2
2108,0,0,0,0,0,7,3
2109,0,0,0,0,1,0,0
2110,0,0,1,1,1,0,0
2111,0,0,0,0,0,6,2
2112,0,0,0,0,0,8,4
2114,0,0,0,0,0,17,8
2115,0,0,0,0,1,0,0
2116,0,0,0,1,0,3,1
2117,0,0,0,0,0,8,3
2118,0,0,0,0,1,0,0
2119,0,0,0,0,0,7,4
2120,0,0,0,0,0,24,6
2122,0,0,1,1,0,13,3
2124,0,0,0,0,1,0,0
2127,1,1,1,1,1,0,0
2128,0,0,0,0,0,10,3
2129,0,0,0,0,0,6,2
2130,0,0,0,0,0,4,1
2131,0,0,0,1,0,7,3
2132,0,0,0,0,0,11,5
2133,0,0,0,0,0,6,3
2134,0,0,0,0,0,6,2
2135,0,0,0,1,0,7,4
2136,0,0,0,0,0,5,2
2139,0,0,0,0,0,3,2
2142,0,0,0,0,0,5,3
2143,0,1,1,1,0,7,3
2145,0,1,1,1,0,11,7
2146,0,0,0,0,0,7,2
2148,0,0,0,0,0,8,4
2149,0,1,1,1,0,5,2
2151,0,0,1,1,0,4,2
2152,0,0,0,0,0,7,3
2155,0,0,0,0,0,7,4
2156,0,0,0,0,0,6,3
2157,0,0,0,0,0,7,4
2158,0,0,0,0,0,17,6
2159,0,0,0,0,0,6,2
2160,0,0,0,0,0,3,1
2161,0,0,0,0,0,9,4
2162,0,0,0,0,0,8,4
2163,0,0,0,0,0,10,3
2164,0,0,0,0,1,0,0
2165,0,1,1,1,1,0,0
2167,0,0,0,1,0,10,5
2168,0,0,0,0,0,4,2
2169,0,0,0,0,0,4,2
2171,1,1,1,1,0,9,4
2173,0,0,0,0,0,6,2
2175,0,1,1,1,0,15,6
2176,0,0,0,0,0,8,4
2178,0,0,0,0,0,3,1
2179,0,0,0,0,0,6,2
2182,0,0,0,0,0,11,6
2185,0,0,0,0,0,10,5
2186,0,0,0,0,0,5,2
2187,0,0,0,0,0,6,2
2188,0,0,0,0,0,10,5
2189,0,0,1,1,0,4,2
2190,0,0,0,0,0,6,2
2192,0,0,0,0,0,10,5
2193,0,0,0,0,0,4,3
2195,0,0,0,1,0,8,4
2196,0,0,0,0,0,8,4
2198,0,1,1,1,0,18,6
2202,0,0,0,1,0,6,3
2203,0,0,0,0,0,8,2
2205,0,0,0,0,0,9,4
2207,0,0,0,0,0,5,3
2208,0,0,0,0,0,18,9
2209,0,0,0,0,0,11,6
2211,0,1,1,1,0,17,5
2212,0,0,0,0,0,21,6
2213,0,0,0,0,0,6,2
2214,0,0,0,0,0,7,4
2216,0,0,0,0,0,10,5
2217,0,1,1,1,0,6,2
2219,0,0,0,0,0,6,5
2221,0,0,0,0,0,14,7
2222,0,0,0,0,0,5,2
2223,0,0,0,0,0,3,1
2224,0,0,0,0,0,5,2
2225,0,0,0,0,1,0,0
2226,0,0,0,0,0,3,1
2227,0,0,0,0,0,6,3
2228,0,0,0,0,1,0,0
2229,0,0,0,0,0,6,2
2230,0,0,0,0,0,5,3
2231,0,0,0,0,0,9,3
2232,0,0,0,0,0,4,3
2233,0,0,0,1,0,6,2
2234,0,0,0,0,0,4,2
2235,0,0,0,1,0,4,2
2239,0,0,0,0,0,6,3
2240,0,0,0,0,0,7,4
2241,0,0,0,0,0,5,3
2243,0,0,0,0,0,8,4
2245,0,0,0,0,0,6,3
2246,0,0,0,0,0,9,4
2248,0,0,0,0,0,5,3
2249,0,0,1,1,0,21,2
2251,0,0,1,1,0,3,1
2252,0,0,0,0,1,0,0
2253,0,0,0,0,0,5,2
2255,0,0,0,1,0,6,4
2257,0,0,0,0,0,6,4
2259,0,0,0,0,0,7,4
2260,0,0,0,0,0,9,4
2265,0,0,0,0,1,0,0
2267,0,0,0,0,0,4,2
2268,0,0,0,0,0,10,5
2269,1,1,1,1,0,6,3
2275,0,0,0,0,0,10,3
2276,0,0,0,1,0,11,5
2277,0,0,0,0,0,13,4
2278,0,0,0,0,1,0,0
2279,0,0,0,0,0,4,3
2280,0,0,0,0,0,10,4
2281,0,0,1,1,0,8,3
2283,0,0,1,1,0,5,2
2285,0,0,0,0,0,15,6
2286,0,0,0,0,0,10,7
2287,0,0,0,1,0,5,2
2288,0,0,0,1,0,6,2
2289,0,0,0,0,1,0,0
2291,0,0,0,0,0,11,4
2293,0,0,0,0,0,9,5
2294,0,0,0,0,0,11,8
2295,0,0,0,0,0,4,2
2296,0,0,0,0,0,8,4
2298,0,0,0,1,1,0,0
2299,0,0,0,0,0,6,2
2300,0,0,0,0,0,9,5
2303,0,0,0,0,0,5,2
2304,0,0,0,0,0,4,2
2305,0,0,0,0,0,9,2
2306,0,0,0,0,1,0,0
2307,0,0,0,0,0,4,2
2308,0,0,0,0,0,8,5
2312,0,1,1,1,0,9,5
2313,0,0,0,0,0,3,1
2314,0,0,0,0,0,3,1
2315,0,0,0,1,0,7,4
2317,0,0,0,0,0,19,6
2318,0,0,1,1,0,7,3
2319,0,0,0,0,1,0,0
2320,0,0,1,1,0,3,1
2321,0,0,0,0,0,7,3
2324,0,0,0,1,0,3,1
2326,0,0,0,1,1,0,0
2327,0,0,0,0,0,5,3
2329,0,0,0,0,0,7,2
2330,0,0,0,0,0,6,2
2331,0,0,1,1,0,9,4
2332,0,0,0,1,0,10,4
2334,0,0,0,0,0,3,1
2335,0,0,0,0,0,9,3
2336,0,0,0,0,1,0,0
2337,0,0,1,1,0,7,3
2340,0,0,0,0,0,5,2
2342,0,0,0,0,0,5,2
2343,0,0,0,0,0,5,2
2345,0,0,0,0,0,6,5
2346,0,0,0,0,0,12,5
2347,0,0,0,0,0,12,3
2348,0,0,0,0,0,7,3
2349,0,0,0,0,0,4,2
2350,0,0,0,0,0,10,4
2351,0,0,0,0,0,3,1
2352,0,0,0,0,0,6,2
2355,0,0,0,0,1,0,0
2356,0,0,0,0,0,6,3
2358,0,0,0,1,0,7,4
2359,0,0,0,0,0,4,2
2361,0,0,0,0,0,12,6
2362,0,0,0,0,0,10,4
2364,0,0,0,0,1,0,0
2365,0,0,0,0,1,0,0
2367,0,0,0,0,0,6,2
2368,0,0,0,0,0,5,4
2369,0,0,0,0,0,6,2
2370,0,0,0,1,0,3,1
2371,0,0,0,0,0,5,2
2372,0,0,0,0,1,0,0
2373,0,1,1,1,0,5,2
2375,0,0,0,0,1,0,0
2378,0,0,0,0,0,11,3
2379,0,0,0,0,0,4,2
2380,0,0,0,0,0,6,3
2381,0,0,0,0,1,0,0
2382,0,0,0,0,0,6,2
2384,0,0,0,0,0,5,2
2385,0,0,0,1,1,0,0
2387,0,0,0,0,0,10,4
2388,0,0,0,0,0,8,4
2389,0,0,0,1,0,14,7
2390,0,0,0,0,0,28,10
2392,0,0,0,1,0,9,7
2393,0,0,0,0,1,0,0
2395,0,0,0,0,0,14,6
2396,0,0,0,0,0,6,1
2397,0,0,0,0,0,7,2
2400,0,0,0,1,0,7,4
2401,0,0,0,0,0,13,5
2402,0,0,0,0,0,8,6
2403,0,0,0,1,0,5,2
2405,0,0,0,0,0,4,3
2406,0,0,0,0,0,4,2
2407,0,0,0,0,0,16,6
2408,0,0,0,1,0,6,2
