image_id,split,file_name,zero_gt,annotation_count,class_count
901,val,train/2ebb05b4c603d590854c621fa4f1fd5c.jpg,0,8,5
902,val,train/2f04c078e7bb7c23addf7464f7c4e925.jpg,0,9,4
903,train,train/2f111f79e145a2062200644c1e77dbd4.jpg,0,5,2
904,train,train/2f1d0d633adb6d339736aa2bb9e2fcb7.jpg,0,6,2
905,train,train/2f3264d3c0a52bb2e280855bcfd35733.jpg,0,3,2
906,train,train/2f35a721ceb1f89cbbd33ade57b32f4e.jpg,0,11,5
907,train,train/2f3bb25eb6ae1a19b982c6ba56f725e2.jpg,0,9,3
908,train,train/2f3f84ed97b4ae346a990e843d929f9d.jpg,0,14,6
909,train,train/2f4573aa154b6ee5f4ba4dc90626f5ec.jpg,0,16,5
910,train,train/2f479f67c2228f246b889508f794b785.jpg,0,3,1
911,train,train/2f4adab67a67f3ee8322175840092fe5.jpg,0,14,4
912,train,train/2f4bc0f22545fa58a89bfa13cc083191.jpg,0,4,2
913,train,train/2f4f119515e7a3c9b76c704caf75976f.jpg,0,6,2
914,train,train/2f5a3aa315379bb01b8b4c9a1ece8e2e.jpg,0,13,6
915,val,train/2f5a677d35532e18388a9993ca166a80.jpg,0,3,2
916,train,train/2fa41afdcc3955d6ab0bdc5656caa0d1.jpg,0,4,2
917,train,train/2fa7906cc0d122c8ef0a654409b5e1d2.jpg,0,7,4
918,train,train/2fd3d0e3b5de5535994ac58f2bd175da.jpg,0,5,3
919,val,train/2fd65c3d2a4c8d35293784167c7a2348.jpg,0,3,2
920,train,train/2fdd72337c9a875cf679564355b4bef2.jpg,0,6,2
921,test,train/2ffbc003cbd77857cd7ec7a69d8f6ce8.jpg,0,3,1
922,val,train/3005e709b7711027df25c715b6ebff02.jpg,0,6,2
923,train,train/300f0557394e4f85b5704774106a2067.jpg,0,3,1
924,train,train/30174f91133f986dd4f8f95d2b2d92b2.jpg,0,8,4
925,test,train/3024b7dc8e38999c16ab20ed51c7aa2e.jpg,0,13,7
926,train,train/30303a4b9ba969bea4e676cbd4a2496c.jpg,0,10,4
927,train,train/3033cf4aadc4811b5e714fb3fe295a4e.jpg,0,7,4
928,train,train/303e0a9c848a6f2697622543d6de3364.jpg,0,8,3
929,train,train/30466896de60f54644199811cfb542f1.jpg,1,0,0
930,val,train/3052424d097d8b94d387a20248639d47.jpg,0,27,4
931,train,train/305c85dddfdddac905f288a8106ca371.jpg,0,17,3
932,train,train/305e4add9c72c91e9984305bf4e85aee.jpg,0,14,8
933,train,train/306d35d649f4fe90bec5b21eb3d8c42f.jpg,0,4,2
934,train,train/306ed332a8e21425894424f73c17b11f.jpg,0,9,4
935,train,train/30732ad387fb4f2429a6c5b965910869.jpg,0,3,1
936,train,train/3095cc822fe5a15e277499c62b74d58e.jpg,1,0,0
937,test,train/309ca3d3a6991e2a001d75f734d88099.jpg,0,3,1
938,train,train/30a08276cab4bd3ba231b2307341b987.jpg,0,12,4
939,test,train/30c105116d347c2f1107e206362dd949.jpg,0,4,2
940,val,train/30c34393c4ba548104b8a65aa2fd76bb.jpg,0,5,2
941,test,train/30cf440566432d0f579a2a10bb3f3bf3.jpg,0,10,4
942,train,train/30d01b42c2a0495ceea5873455e4c4e4.jpg,0,12,7
943,train,train/30d24189cf005a9baf02929afd518832.jpg,0,4,3
944,test,train/30d70dcb9b7a5d7e9028326954feaa35.jpg,0,8,3
945,train,train/3105bf6d00f6c2164ea9285b20692df5.jpg,0,6,2
946,train,train/310a5c5df24cacd7bfc923cf0ce2f310.jpg,0,17,6
947,val,train/310c786eccfed6cb9c04cf9e2d31a5fa.jpg,0,6,2
948,train,train/3115c1b6368f91b45f691edbd63f1a78.jpg,0,11,5
949,train,train/3116e8acc9b97d7a581ea891ae9bed80.jpg,0,4,2
950,train,train/3122e82023dd28ef2ab4595f948e0e17.jpg,0,6,2
951,test,train/3124a602cb56b2a41271a8b658410457.jpg,0,11,3
952,train,train/3126f384167edfe4650413888feb60f1.jpg,0,6,2
953,train,train/3140eff61d10b2a6f29512a73f9f8022.jpg,0,4,2
954,val,train/3143c4090b404863d57a355e61585d0b.jpg,0,6,3
955,train,train/314517b694426a160b93fcdf447fa355.jpg,0,6,4
956,train,train/3145bee8f1346fa89938289eedd7b05c.jpg,0,8,4
957,train,train/314b28b21a620ea16d0de1103157b37d.jpg,0,12,5
958,val,train/315677bd3e1ac182188b6a16490695d2.jpg,0,7,3
959,train,train/3156a168acb759ef3257ea5a5d788a91.jpg,0,3,1
960,test,train/3156b5feb62ed8cfdafef21f1f82a6c1.jpg,0,11,7
961,train,train/315749c6f7397c42913f97db8388f4c2.jpg,0,8,5
962,val,train/3167f8c1907895bbfcd0effb6b25ce5a.jpg,0,8,4
963,train,train/316b07c8233162f6c57b23d94b823ea8.jpg,0,19,7
964,train,train/316ce67a6c95d104d5864cf2f30786bc.jpg,0,12,6
965,train,train/316f325969fa2dfb24fb9706c34fa0a8.jpg,0,6,2
966,train,train/317507bb22f6c10f4f08e8666c0f6ff8.jpg,0,6,2
967,train,train/31873abb42a5af56c33d1681971d014b.jpg,0,24,3
968,train,train/31901b2d1d2eb92c235f47f498b907c0.jpg,0,5,4
969,train,train/319781be30659abddca9230f0bca5311.jpg,0,6,2
970,train,train/31a2b39d2a73f406dbef13c7cd023eb0.jpg,0,11,6
971,test,train/31ab750de5cb0c76b49d45ab1d2186a6.jpg,0,5,3
972,train,train/31b94fc39e55c2494665e6a7ffde03b1.jpg,0,3,2
973,val,train/31bdfdc7f6e09f2df77cefac8e857518.jpg,0,13,7
974,test,train/31ffa866e091965da25a408b4cc7d0db.jpg,0,8,3
975,train,train/320636f4d907fe2a72073b7b5fe33f86.jpg,0,4,2
976,test,train/320ec834b1f64d745ebb19de0cfc184d.jpg,0,8,4
977,train,train/321c111713c3ee5385db0effb54ff568.jpg,0,5,4
978,train,train/321f7e75a35ff3b3cb8a4cfb0ab266c2.jpg,1,0,0
979,train,train/322976528934fc60a595afd9a1bc656d.jpg,0,8,4
980,train,train/322c95c6c1933b38440b167705248747.jpg,1,0,0
981,train,train/323029b8a64431ac83ea6c71804f42c9.jpg,0,5,3
982,train,train/32459f62247d44d5da83192aa03400e4.jpg,0,10,4
983,val,train/324c908cb345ed14be7a468a56f1ceba.jpg,0,13,4
984,val,train/325fece9273ff0bf0ea08a42fe24626d.jpg,0,11,3
985,test,train/326f5799de625f4fddd67b9c7827bfe5.jpg,0,4,2
986,train,train/32712661995a66ff7b5193dd351ce5d3.jpg,1,0,0
987,train,train/3283c0e38a77249f38ca0c949862726a.jpg,0,6,3
988,test,train/328a03f1cf631960207c6f6f3026bdb1.jpg,0,15,7
989,val,train/328c2e4790fad49004a3bf14be3a51c6.jpg,0,12,8
990,test,train/32c05ef69ce090ebbdaa6741c21afc01.jpg,0,11,6
991,train,train/32c5e37a0c5d6cc1eb4b9d23c46dab55.jpg,0,3,1
992,train,train/32d7d0b779485be0f92e8ef0f90cccdf.jpg,1,0,0
993,val,train/32e735ff23d1c5bf5d2d1aa51937ca82.jpg,0,5,2
994,train,train/32ed4f132b9f0077a309b0d91fc944e2.jpg,0,11,4
995,train,train/32f643fbd7e99181193edf3720888743.jpg,1,0,0
996,test,train/330056253f0b74a0808722e9f38ab46b.jpg,0,5,2
997,train,train/330423a5c20c1fab3ba43d966bd6e2e5.jpg,0,10,4
998,train,train/330b3939ea1fe042ad347e8d02abc393.jpg,0,11,6
999,train,train/3312ab0661750f9899b4589eae97731a.jpg,0,15,4
1000,train,train/332f505a735ca0961e7128fc0f166a5c.jpg,0,6,2
1001,train,train/333a3070db2ef61c7b621e92d370d5c0.jpg,0,9,5
1002,train,train/333e2b073ea86a0bd0273a7a60ac0dbe.jpg,0,6,2
1003,test,train/33403064ce25caa5fda270e6158c6b03.jpg,0,6,2
1004,train,train/3349c0d8861ff59db82c4e6f1d10705a.jpg,0,17,5
1005,test,train/335c54cca869510a063780bc0fba7ede.jpg,0,5,2
1006,test,train/3362408dd6a238f4bc0660e763f37e94.jpg,0,6,3
1007,train,train/3368f56c5e66bc4f6111b5cf5d701f30.jpg,0,6,2
1008,train,train/336b63df1d774eb3f819e5405feb4fa5.jpg,0,5,2
1009,train,train/3378210c38d195ff5a7e3b612cded052.jpg,1,0,0
1010,train,train/3387caf8482024c8887d0a95b4fa0245.jpg,0,6,2
1011,train,train/33911feed1282c67d5096d50d9070592.jpg,0,12,6
1012,train,train/339bd65420300e35fa74ef9a042cb778.jpg,0,11,4
1013,test,train/33a32faebb8177b05000fd34659f0ed6.jpg,0,5,2
1014,train,train/33b032af243d6b7db06155b99964cbd2.jpg,0,4,2
1015,test,train/33bcd2002f1d92524e489a70b48aaf38.jpg,0,7,3
1016,test,train/33c856f133a5a726ffc26fe36d451518.jpg,0,5,3
1017,train,train/33cf3f2f72ca3c8480456091f6ccedfb.jpg,0,8,4
1018,train,train/33d11e9c98ade6b3937407364fd07103.jpg,0,16,5
1019,train,train/33db2b371f7527ae2cd349abe5a7c062.jpg,0,7,3
1020,val,train/343e1bdfaa62eb9f0148e3cd32aab124.jpg,0,10,6
1021,train,train/3441c644b35ade894f7a773095219d4f.jpg,0,8,4
1022,test,train/34557d39d42d74a3355d509f340cfc8a.jpg,0,16,8
1023,train,train/345639c3ba00cacecffade02ebad61ba.jpg,0,6,2
1024,train,train/345eb9bedef2fdd0d6d16380ca43005e.jpg,1,0,0
1025,train,train/3460c8020f8edd51b37ebc33f350d914.jpg,1,0,0
1026,train,train/3469b1b71a43ca0b62f45805f80231b2.jpg,0,5,2
1027,train,train/347180362348e522905047dde655b6d7.jpg,0,5,2
1028,train,train/3479c81736f275a848b74d952ebfab29.jpg,0,8,5
1029,val,train/34b63ee871b59cc84249bc3c3ec8a4bf.jpg,0,6,2
1030,train,train/34bc3d49ab74c913ee2517f5e0f4e09e.jpg,0,7,3
1031,train,train/34c1f477c3cdd534ef53de3c832f1ac4.jpg,0,13,5
1032,val,train/34c80ab45be6a7d01ee5ee230967f3e1.jpg,0,19,8
1033,train,train/34c83a38559d01f09ab25ee8ffc79511.jpg,0,7,4
1034,train,train/34df7bfc75ed0a71f5fea716bdb421f8.jpg,1,0,0
1035,train,train/34e22877dc637c756273febcdd660178.jpg,0,7,3
1036,train,train/34e635f644f6d4853776e2d74357b239.jpg,1,0,0
1037,train,train/34e730b3de639d75296d635521489b39.jpg,0,6,2
1038,val,train/34e932d09ab7cbec0edaaf188dc8a407.jpg,0,3,1
1039,train,train/34fa4687fe0cb1a46f70f407ef9c134b.jpg,0,4,2
1040,val,train/3527884ce43d577c1cc449fc0f17f646.jpg,0,9,4
1041,test,train/352ab0683046ce107942e9e477007b72.jpg,0,13,5
1042,train,train/3531c673ad643e73b007a9e9a0a2aadf.jpg,0,4,2
1043,train,train/353564207b9d09b26db607c43d99ce18.jpg,0,20,5
1044,test,train/35388720c654dc329d698234c3205892.jpg,0,6,3
1045,train,train/354bad318bdc4946fbb261867157901f.jpg,0,6,3
1046,test,train/354fc9f443af86eebc10e9b06a22481b.jpg,0,14,4
1047,train,train/355d1c27824a343cde65516686c0a425.jpg,0,5,2
1048,train,train/35666a43bb8105a07d1020d9a4839f2f.jpg,0,8,4
1049,train,train/357b22f02be38869ae859f0add02b898.jpg,0,16,5
1050,train,train/357f8f4587f096c180f701f450fffcfa.jpg,0,9,7
1051,val,train/35815525d36333e4253234cc83fd666c.jpg,1,0,0
1052,train,train/3583d368951a896ea95b498bb4efaec4.jpg,0,11,6
1053,train,train/359d3ca7c71e4d786af7380c78fea10d.jpg,0,6,2
1054,train,train/35d86694979dba2c3cade3f87924385a.jpg,0,7,3
1055,train,train/35de6aea3a75c405b780f3c1d2db38e0.jpg,0,7,3
1056,train,train/35e38672875ff60d5a131d91b4db5a6d.jpg,0,7,3
1057,train,train/3623eea22ab15bd3cc7901e3c00695de.jpg,0,10,5
1058,train,train/3633b8a8cffa248a55bab4084f4ff5e9.jpg,0,8,3
1059,test,train/363999879bc614085397f192124c23b0.jpg,0,14,5
1060,val,train/363dc405e14ed95659d88707f54730de.jpg,0,13,5
1061,val,train/36429387a098976713296f2beae8063a.jpg,0,3,1
1062,train,train/364a18cd8e445fdcb63e3692393e6854.jpg,0,9,4
1063,val,train/367134c4e20c2058bc154bfa25e22e98.jpg,0,6,2
1064,val,train/367465e5c96651ee8dac93a11fe7c0c0.jpg,0,6,2
1065,train,train/368befaff55745e30b3f200b298b2fd6.jpg,0,5,3
1066,train,train/369bf7d495f4a800910764a6f9a9a071.jpg,0,3,2
1067,test,train/36a0490889068162384a000b02d37ad4.jpg,0,11,6
1068,train,train/36cf5300d146ed2c232acd54b45f317e.jpg,0,7,2
1069,train,train/36d12290ed702e358cabe1d85657dafb.jpg,0,16,7
1070,test,train/36e495b7888099453ba79ff57a2c4334.jpg,0,9,4
1071,val,train/36f9f3166dc757f415e384e69b0a2447.jpg,0,7,3
1072,train,train/36fb4eaf5da9525924d1b4ff5bdbd52f.jpg,0,8,3
1073,test,train/36fb9803c515de8b2b44028af25662ec.jpg,0,9,4
1074,val,train/37029ba2468f77989cae221948b772ae.jpg,0,5,1
1075,train,train/37054193bd4e6a2f3ca764088913b0f0.jpg,0,10,3
1076,train,train/37111bde86ae8d81aa66f2f46f89c03b.jpg,0,3,3
1077,val,train/371b40dcd28695d56f820de513906913.jpg,0,7,3
1078,test,train/371d6f540ac601affe81e547b05c551a.jpg,0,3,1
1079,val,train/371f686aebbbe6929b4bd3b86ab58873.jpg,0,12,5
1080,train,train/37233691ba64ed88b4e05882d7e41d61.jpg,0,9,3
1081,train,train/3727a613e597811aee451370fde09c49.jpg,0,8,3
1082,val,train/372dfcb677a2d0799d2f6e14d2177f1a.jpg,1,0,0
1083,train,train/373c57c281c8b4476ee2603757fde26a.jpg,0,5,3
1084,train,train/3759c5c3b6dd31e4f79dad538500928c.jpg,0,12,6
1085,train,train/378c7f385c547e5e7dc632510939a551.jpg,1,0,0
1086,val,train/37906d71bae225a2f676c84164224140.jpg,0,4,2
1087,train,train/37969967243726a9e231291224502076.jpg,0,5,3
1088,train,train/379aef556ea6744aa51174e342fabcef.jpg,0,13,6
1089,train,train/379da637859b61609c15e1f4ed2a5e7f.jpg,0,11,3
1090,train,train/379f083410e64a2fb74761b795bd0a41.jpg,1,0,0
1091,train,train/37a64f131e20057e6649e0cf60a3efce.jpg,0,4,2
1092,val,train/37c54c4ca8994215c1ae389f1f4adfd2.jpg,0,3,1
1093,train,train/37c55613c78c7775df0514fb0c804f4a.jpg,0,12,3
1094,train,train/37d00f2fdb0521a0f3fd6c7ec458ff61.jpg,0,6,3
1095,train,train/37d313251f4a6ca33fc7e428389cb9c1.jpg,1,0,0
1096,train,train/37ec1f4e30acc60a1dd892ab9036274a.jpg,0,12,5
1097,train,train/37f7e5fce42c1b3d1acc91e9ff43fe02.jpg,0,6,2
1098,val,train/380d07a94cc4b012812119370de47192.jpg,0,3,1
1099,val,train/381e9c224c892d437f498779e349469e.jpg,0,8,5
1100,train,train/3827e2d25e931b294811ad92ae898887.jpg,0,3,2
1101,test,train/382d4d167434016c3e049eae87439759.jpg,0,5,2
1102,train,train/382fde0b4f36b498850d79b00cf5593d.jpg,0,5,2
1103,train,train/3845b3f74a2a76ef0b58310d61d03e6a.jpg,0,3,1
1104,train,train/3853062c38f4f0888baef9b1ec0a2331.jpg,0,9,5
1105,train,train/3875a7e4eb1bdb443470a1abbe93cb58.jpg,0,6,3
1106,val,train/38791e51fbea01ae3935f311e8878f1c.jpg,0,6,4
1107,train,train/389de59ab4c4dd2b0a4f94d33966b12d.jpg,0,9,5
1108,train,train/389f167c16b70e1eb1aa219fedc373b7.jpg,0,6,2
1109,train,train/38ab2d3283b496d60dc137e94d16b7c6.jpg,0,15,4
1110,train,train/38b3d1f6264e82239b563119ff33df07.jpg,0,6,2
1111,train,train/38c145abf52f301575550953e6aaa009.jpg,0,6,2
1112,test,train/38d4443729e3b217cb38e78df6694dd7.jpg,0,4,2
1113,train,train/38d59aef0ecbc73f365767bc09692283.jpg,0,11,5
1114,train,train/38d7d44f0a3b6c7129851d7ec6d9c001.jpg,1,0,0
1115,train,train/38dc1745e9aedd829a5c4989ad2f0758.jpg,0,6,3
1116,train,train/38e4156d00946746696b72f9bfa791de.jpg,0,7,3
1117,train,train/38e8d0a7c6e90bb221619d0d8836b3a8.jpg,0,6,2
1118,train,train/38e987ce7d99adc13adeebb0ca3e3182.jpg,0,6,3
1119,val,train/38ec375050f7c2bedcb4d1e1e7bb4e12.jpg,0,5,1
1120,train,train/39095bfc67751891aebabdeeb8b89f5a.jpg,0,11,4
1121,val,train/3911f0e97683eb279550e59ad3213da0.jpg,0,14,6
1122,train,train/392910e2001c7d9710d1e11f1bf4bd73.jpg,0,4,2
1123,val,train/3929f29e01d98f3666da7114c4e554ed.jpg,0,3,1
1124,train,train/393407def518a76fc2b7e8dbaeafa0ce.jpg,0,9,6
1125,test,train/393909c0d12d67fd08703d36970014e8.jpg,0,20,5
1126,train,train/39394c845e092472bfff78c26ce9feb4.jpg,0,5,2
1127,train,train/393cb25dab7a972a55af7269c046ab4e.jpg,0,4,2
1128,test,train/394138b182cad5c9af7cac9bd1649a24.jpg,0,5,2
1129,train,train/394ea2732452334954cf83c6e5b41951.jpg,0,6,2
1130,train,train/395a89a6041167d0254dc826ddfe7110.jpg,0,7,4
1131,train,train/397b7968bbdf2db72e34625ad8e874c2.jpg,0,7,3
1132,train,train/397feff0fc86964d91046470e50273e0.jpg,0,4,2
1133,train,train/398ca3c2cf798b9483dde58ef6887a31.jpg,0,3,1
1134,test,train/39a043040baac31c12db628415939f3e.jpg,0,8,2
1135,test,train/39c0cec7df2082421f852bc79cb333a1.jpg,0,9,4
1136,train,train/39e1084eccfc3b7961eb19ea7ecaa8b7.jpg,0,5,3
1137,test,train/39eaf0dbdf50b88ac6b3f02b918ac86a.jpg,0,6,3
1138,train,train/39fba09b48f252efaa54f0d093a8294d.jpg,0,7,3
1139,val,train/3a302fbbbf3364aa1a7731b59e6b98ec.jpg,0,46,5
1140,test,train/3a328d66387d59be8793ee8b4f4bdc1b.jpg,0,3,1
1141,test,train/3a334de1df19d35fd8d303df42a90468.jpg,0,3,1
1142,train,train/3a377dcc1d8747ccd388578f46c0d405.jpg,0,4,2
1143,train,train/3a57be55d3cf1302f582fb95c86e9446.jpg,0,7,4
1144,test,train/3a59363995006fd88ee83584b1e3f6e7.jpg,0,9,5
1145,train,train/3a6264c66e1ccad3f67960d50a152708.jpg,0,14,5
1146,train,train/3a813bd68c097cb009e6ef9d5f884489.jpg,0,5,2
1147,train,train/3a813d584b7e746b4baeb1e9a2002cfa.jpg,0,9,3
1148,val,train/3a9cdb601e0845a3e6b45c808fb75bc4.jpg,0,10,5
1149,train,train/3abc9bc2967d1891119ae82511e479b3.jpg,0,8,4
1150,train,train/3aefb8dc3f0615131c0dc1477b4e3133.jpg,0,9,5
1151,val,train/3af25684534b7791434f7dfff22f9550.jpg,0,10,3
1152,train,train/3b100a95644ac8ab01f261f2edd6f5e2.jpg,1,0,0
1153,train,train/3b2087f26637d64244ec11da41770aad.jpg,0,9,5
1154,val,train/3b37f8d28d0153cedc41acb8020a0a6f.jpg,0,5,3
1155,train,train/3b4323fc59f8c80fd69a6748d4d92eaa.jpg,0,7,3
1156,val,train/3b464abb85ca7ca83a105e6057afab52.jpg,0,5,2
1157,val,train/3b520a6957e4c70f34da759e82784125.jpg,0,15,6
1158,train,train/3b684bf9b1beb9744ac598bb19b6dd6f.jpg,0,8,3
1159,train,train/3b7b733541b21f511d7d5be899070488.jpg,0,7,2
1160,train,train/3b7f1edb2129713f1ddd570c48d6ace1.jpg,1,0,0
1161,test,train/3b84fad11366b42cf32c96c2d0fa84d4.jpg,0,5,3
1162,train,train/3b887c0550e9722c9b86b7c22ad09e11.jpg,0,16,5
1163,train,train/3b8e32e6bb1f8849af9fde0925b2761a.jpg,0,11,4
1164,train,train/3bb06e20b2595be65d7a95e948b2169c.jpg,0,12,4
1165,train,train/3bc2e1cb9a227c162900a57fb5acd0cf.jpg,0,9,4
1166,test,train/3bd262a356f149e12cab2c957d79fbde.jpg,0,4,2
1167,train,train/3bf462b3f48c0a1c35912a77a84f318d.jpg,0,5,4
1168,train,train/3bf8346b7d5b0743713624143004772f.jpg,0,16,7
1169,train,train/3c022a8f6192af3d7ca567e509d44801.jpg,0,6,3
1170,val,train/3c0343764fd0e6b3edb40b15740a597e.jpg,0,12,6
1171,train,train/3c2064ec0c7fbd9873601524016c9d97.jpg,0,4,2
1172,val,train/3c3050b54b5ffefafd7d144497cf04d4.jpg,0,3,1
1173,train,train/3c314b1dd87505c653cd66939582a0aa.jpg,0,8,3
1174,train,train/3c3977477c6ca3ea8a3d18ba0e4afed4.jpg,0,19,7
1175,train,train/3c4863368b0bf5c811a52e24fa2cd2d8.jpg,0,13,5
1176,train,train/3c4b09bd2eab548d9f86223ccb905deb.jpg,0,9,2
1177,train,train/3c58145fc5651bd028aaee3d5f3d6c40.jpg,0,21,6
1178,val,train/3c5e999bcc6ac19f375f201c27546de1.jpg,0,5,3
1179,train,train/3c63e58fcda26e02fdd6619515399985.jpg,0,11,6
1180,train,train/3c72da81a8c464b9a804b757363291c7.jpg,0,7,3
1181,train,train/3c7949b75bb527c91a6518e4f40fc87a.jpg,0,4,2
1182,train,train/3c7f79f9a904282f9dbe9b625216cffc.jpg,0,9,4
1183,val,train/3c98c90840a9290511ae8192107f8250.jpg,0,5,2
1184,train,train/3ca77fab496427204152c5bd079ea9ce.jpg,0,9,4
1185,val,train/3cac0eba7aff674db58e5e7d5cebe985.jpg,0,17,6
1186,train,train/3cd58e860993b9e6a8c79bfa71ec66c3.jpg,0,5,2
1187,train,train/3cd8187f824b95bd1d21945cbce7a15a.jpg,0,7,4
1188,train,train/3cdcd43f230d185be9a3ea2463f348dc.jpg,0,4,3
1189,train,train/3cdce1131cdbbbc959330bb08be55a3d.jpg,0,15,4
1190,train,train/3ce8e5fe27fc9db53129cdbdd8de89de.jpg,0,6,3
1191,val,train/3cf29ab62dd4b9866c7e055c59098d3e.jpg,0,21,7
1192,val,train/3cf65c76b376cba244af23e119d705b9.jpg,0,6,3
1193,train,train/3d100048eee5507768634d2733c59b6a.jpg,0,3,2
1194,val,train/3d10382c3359b2e799d0bc45306e146c.jpg,0,14,4
1195,train,train/3d3781571117f65ceac27dfbf2979b21.jpg,1,0,0
1196,train,train/3d4cff7ec8b3e2fe5b3f606880b45e7c.jpg,0,7,3
1197,train,train/3d51d381e84870cd453748be166fb7ce.jpg,0,10,3
1198,train,train/3d592a653c8fefc7c85a43cf64c3c0f0.jpg,0,5,3
1199,train,train/3d6be0fd234f4be9a57ea0ec00d1e6b6.jpg,0,7,4
1200,val,train/3daa0e551477dbb5c10280fd744c4087.jpg,0,5,3
1201,train,train/3dae58e1cf69a2284f2a44ded5c7405a.jpg,0,17,6
1202,test,train/3db920cfa1955efefa82e2f46d2c7519.jpg,0,10,7
1203,val,train/3dc3da07371be408d6313bd5d04bceec.jpg,1,0,0
1204,val,train/3dd04efbb7f8f0e2757e8e588350f8e0.jpg,1,0,0
1205,train,train/3ddadcb081c3779b4b569d9ec57f5208.jpg,0,8,4
1206,test,train/3ddd8b00908543e9d8a60f528452e59d.jpg,0,8,3
1207,train,train/3dead8495b3fdcdde5912953e520b303.jpg,0,9,3
1208,train,train/3df005a70ab162381374fd43655aa145.jpg,0,8,2
1209,train,train/3dfb420f4634c36fde566f04e6d69651.jpg,0,7,4
1210,train,train/3e02670c9c691dbbd7f9aaa851bb70ae.jpg,0,5,2
1211,train,train/3e2c52e066e6bc9e28a58d7f13c64296.jpg,1,0,0
1212,train,train/3e2dac4065ec2fa64f4650a95e3edfa2.jpg,0,4,2
1213,train,train/3e300793e970e7916c36a57fe350f688.jpg,1,0,0
1214,train,train/3e5c0424caa46a69a36024deb828d5de.jpg,0,4,2
1215,train,train/3e6dc1696e378ed55ea60091c620af4d.jpg,0,3,1
1216,train,train/3e79b43f7eacf45268bef2a513f7759a.jpg,0,13,3
1217,train,train/3e802de7dd2a052ff980de1ff50262ee.jpg,0,6,2
1218,train,train/3e81b168a5ed4f4419d9ef7aa61fab04.jpg,0,6,2
1219,train,train/3e81b83d1b4cd8333b3c5986419baff7.jpg,0,6,2
1220,test,train/3e8719d1ba69b36c24ad3e39a8dd83ed.jpg,0,4,2
1221,train,train/3ea334ae927f1feeaf80e59b5d937c31.jpg,0,4,2
1222,train,train/3eaab50f6e8eb3229e752d546e41979b.jpg,0,9,3
1223,train,train/3eafbfc0db1b4bfa5bfa963b6fe465a8.jpg,0,7,3
1224,val,train/3eb4d8c855c884225e771d77c18e6215.jpg,0,7,5
1225,train,train/3ed4693bf10d9e6067d6f1ef88485bb7.jpg,0,6,2
1226,train,train/3ee425093210d7bb252a277e4788f18f.jpg,0,7,3
1227,train,train/3ee674202cc0887b7b43db270ca54555.jpg,0,10,3
1228,train,train/3ee8d416f1b67797ce0495b4393b2aaf.jpg,0,5,3
1229,train,train/3ee9f520c0a31c20b9851fb79dccec09.jpg,1,0,0
1230,test,train/3ef799c210c419c0319cd2555eaa3abe.jpg,1,0,0
1231,train,train/3f0621a867476fca9f51e5eaec666aca.jpg,0,4,2
1232,train,train/3f0efef8e4a56b73d2b82e83e50c0b90.jpg,0,4,2
1233,train,train/3f1c30152e33358e5830f3b59bd0c41d.jpg,1,0,0
1234,train,train/3f2468ef0b5526f0e33834fa4e0fd85d.jpg,0,3,1
1235,val,train/3f2673ee39dc21448dcf80ed2a6f128f.jpg,0,8,4
1236,train,train/3f3acd7f9f383c01b4392b8dd8bb8f10.jpg,0,9,6
1237,train,train/3f3e0555c409d655b5c28669b2f8cf5d.jpg,0,3,1
1238,train,train/3f444025d87aeacdc84c8cc7d0bf50f6.jpg,0,6,1
1239,train,train/3f59f95dab9548ad6cbbd7eec034bd57.jpg,0,10,4
1240,train,train/3f7f3d2e14e41602ac1f5909ce5e4be0.jpg,0,9,4
1241,test,train/3fad3a7c3d91d5d5eca2c522ac7df822.jpg,0,3,1
1242,test,train/3fb03f39fb2232e19b6de537731aa5ad.jpg,1,0,0
1243,train,train/3fbf5ad0dc91fdb688ec53aceaa2bcac.jpg,1,0,0
1244,train,train/3fcd92fe8e56a1867bb6c72d87a3025d.jpg,0,6,2
1245,train,train/3fcf06bf3f3395ba65a8b648b68e98d4.jpg,0,9,4
1246,val,train/3fd0af8df0d247cb4d3c4a89fad6936d.jpg,0,5,2
1247,test,train/3fd3aa2d64f365c666ce7de3d5352226.jpg,0,6,2
1248,val,train/3fd5a48543be08bc92fbcaa0971cf50e.jpg,0,6,5
1249,val,train/3fd9727ab2ea76dac5770130661a738d.jpg,0,4,1
1250,train,train/3fe37d132711f84805405defb3673681.jpg,0,6,2
1251,test,train/3fea0b91a09533ea4c546cb1e49b8234.jpg,1,0,0
1252,val,train/3ff22a602b26d804863daaf6b7230d47.jpg,0,6,4
1253,train,train/3ffaeb3a9eb495e0a59bd62b09bdf319.jpg,0,7,3
1254,train,train/3ffb156c2d5e299fb0b69c542862f832.jpg,0,3,1
1255,val,train/4004f114ab2ecb224ac7484957b79ea4.jpg,0,17,6
1256,train,train/4010817f919544f7c1c7eef1858ce071.jpg,0,23,5
1257,val,train/4016b176eaf40d514b0559a0aeb48f21.jpg,0,10,5
1258,train,train/401aee86de220c3e1fd9baae09f6f7e4.jpg,0,11,5
1259,train,train/402499b5db5c7e4d68f3024f6a43d819.jpg,0,5,3
1260,train,train/402e634d189693e887ccd6e488a4b29d.jpg,0,15,4
1261,train,train/4032f3f1ead75a0d12137f73c6a653d8.jpg,0,6,2
1262,train,train/40365f729045dde403d39546afc573a2.jpg,0,6,2
