annotation_id,image_id,category_id,canonical_class_id,x,y,width,height,area,in_bounds
5244,967,9,8,1417.0,1526.0,28.0,23.0,644.0,True
5245,4346,10,9,259.0,501.0,373.0,704.0,262592.0,True
5246,1422,11,10,2243.0,2260.0,150.0,219.0,32850.0,True
5247,3538,1,0,999.0,650.0,208.0,214.0,44512.0,True
5248,4770,14,13,1890.0,2015.0,447.0,368.0,164496.0,True
5249,685,10,9,127.0,1721.0,300.0,388.0,116400.0,True
5250,2256,9,8,400.0,1475.0,77.0,83.0,6391.0,True
5251,411,12,11,1496.0,674.0,123.0,623.0,76629.0,True
5252,3775,1,0,1214.0,731.0,250.0,293.0,73250.0,True
5253,4531,9,8,1625.0,839.0,308.0,399.0,122892.0,True
5254,4480,8,7,1301.0,1460.0,302.0,265.0,80030.0,True
5255,1157,7,6,734.0,816.0,691.0,1040.0,718640.0,True
5256,1522,6,5,709.0,438.0,754.0,1698.0,1280292.0,True
5257,2292,4,3,1320.0,1374.0,969.0,351.0,340119.0,True
5258,35,8,7,550.0,621.0,214.0,203.0,43442.0,True
5259,1022,12,11,1917.0,549.0,425.0,121.0,51425.0,True
5260,4061,9,8,1479.0,715.0,289.0,376.0,108664.0,True
5261,3454,8,7,570.0,1503.0,280.0,432.0,120960.0,True
5262,823,1,0,1428.0,890.0,297.0,314.0,93258.0,True
5263,4082,3,2,461.0,2338.0,235.0,107.0,25145.0,True
5264,4606,5,4,895.0,425.0,602.0,775.0,466550.0,True
5265,2047,10,9,583.0,19.0,1436.0,300.0,430800.0,True
5266,837,13,12,1224.0,507.0,337.0,335.0,112895.0,True
5267,770,4,3,1063.0,1613.0,1250.0,424.0,530000.0,True
5268,3882,6,5,297.0,255.0,753.0,1715.0,1291395.0,True
5269,2944,13,12,1514.0,691.0,795.0,774.0,615330.0,True
5270,1406,14,13,1345.0,1238.0,410.0,481.0,197210.0,True
5271,3539,13,12,525.0,361.0,816.0,1943.0,1585488.0,True
5272,3279,6,5,1414.0,464.0,505.0,1249.0,630745.0,True
5273,2473,8,7,397.0,1082.0,304.0,309.0,93936.0,True
5274,3157,14,13,1878.0,422.0,126.0,399.0,50274.0,True
5275,4858,10,9,1204.0,790.0,216.0,1260.0,272160.0,True
5276,2458,12,11,496.0,1495.0,87.0,132.0,11484.0,True
5277,4375,4,3,866.0,1584.0,1155.0,417.0,481635.0,True
5278,1843,4,3,679.0,1203.0,914.0,301.0,275114.0,True
5279,1084,12,11,340.0,2834.0,66.0,91.0,6006.0,True
5280,1115,10,9,1229.0,786.0,389.0,1499.0,583111.0,True
5281,984,1,0,1527.0,655.0,281.0,238.0,66878.0,True
5282,4358,6,5,2185.0,1324.0,516.0,1197.0,617652.0,True
5283,451,14,13,1180.0,385.0,713.0,1114.0,794282.0,True
5284,4026,14,13,378.0,1381.0,321.0,123.0,39483.0,True
5285,652,1,0,1121.0,681.0,233.0,210.0,48930.0,True
5286,3328,1,0,1087.0,822.0,308.0,316.0,97328.0,True
5287,815,6,5,149.0,192.0,885.0,1848.0,1635480.0,True
5288,3005,1,0,1085.0,555.0,196.0,214.0,41944.0,True
5289,1617,8,7,373.0,1231.0,606.0,462.0,279972.0,True
5290,1813,12,11,522.0,474.0,198.0,104.0,20592.0,True
5291,1375,14,13,2410.0,1222.0,106.0,111.0,11766.0,True
5292,410,4,3,905.0,1569.0,1464.0,342.0,500688.0,True
5293,1859,1,0,1589.0,791.0,317.0,387.0,122679.0,True
5294,3784,4,3,885.0,1124.0,861.0,447.0,384867.0,True
5295,2184,14,13,2165.0,1832.0,222.0,73.0,16206.0,True
5296,1245,1,0,1474.0,808.0,287.0,297.0,85239.0,True
5297,1861,9,8,448.0,661.0,198.0,168.0,33264.0,True
5298,903,8,7,904.0,897.0,310.0,239.0,74090.0,True
5299,2522,4,3,844.0,1346.0,1029.0,304.0,312816.0,True
5300,2690,1,0,1652.0,648.0,468.0,323.0,151164.0,True
5301,2161,4,3,921.0,1644.0,1197.0,443.0,530271.0,True
5302,1402,8,7,552.0,1481.0,239.0,273.0,65247.0,True
5303,776,14,13,1225.0,336.0,536.0,497.0,266392.0,True
5304,3621,3,2,502.0,998.0,93.0,94.0,8742.0,True
5305,4826,14,13,482.0,816.0,61.0,101.0,6161.0,True
5306,1067,7,6,1467.0,733.0,370.0,400.0,148000.0,True
5307,3970,6,5,117.0,818.0,943.0,1601.0,1509743.0,True
5308,3307,6,5,317.0,700.0,664.0,1326.0,880464.0,True
5309,3154,5,4,265.0,432.0,588.0,1068.0,627984.0,True
5310,2839,1,0,1183.0,833.0,320.0,407.0,130240.0,True
5311,793,4,3,895.0,1960.0,1396.0,269.0,375524.0,True
5312,2649,8,7,415.0,1829.0,621.0,351.0,217971.0,True
5313,1258,14,13,241.0,1462.0,388.0,108.0,41904.0,True
5314,3805,5,4,224.0,1571.0,267.0,230.0,61410.0,True
5315,3060,14,13,494.0,1667.0,376.0,149.0,56024.0,True
5316,2003,14,13,457.0,451.0,456.0,583.0,265848.0,True
5317,1809,7,6,384.0,295.0,620.0,830.0,514600.0,True
5318,2382,1,0,1470.0,697.0,316.0,257.0,81212.0,True
5319,606,13,12,279.0,330.0,902.0,2034.0,1834668.0,True
5320,2099,14,13,1491.0,476.0,752.0,459.0,345168.0,True
5321,1688,4,3,902.0,1772.0,978.0,384.0,375552.0,True
5322,3018,9,8,2229.0,1387.0,120.0,112.0,13440.0,True
5323,1068,4,3,835.0,1329.0,816.0,287.0,234192.0,True
5324,3863,6,5,2040.0,1265.0,334.0,420.0,140280.0,True
5325,4195,1,0,1312.0,790.0,256.0,298.0,76288.0,True
5326,2214,1,0,1427.0,573.0,371.0,476.0,176596.0,True
5327,3933,1,0,898.0,538.0,262.0,323.0,84626.0,True
5328,866,4,3,690.0,1469.0,929.0,345.0,320505.0,True
5329,1956,4,3,637.0,1362.0,798.0,424.0,338352.0,True
5330,4115,12,11,1275.0,410.0,228.0,93.0,21204.0,True
5331,2441,11,10,281.0,366.0,908.0,1834.0,1665272.0,True
5332,2332,11,10,291.0,437.0,898.0,1696.0,1523008.0,True
5333,4542,9,8,355.0,2094.0,75.0,77.0,5775.0,True
5334,3398,9,8,2234.0,2105.0,84.0,99.0,8316.0,True
5335,4801,12,11,639.0,545.0,242.0,45.0,10890.0,True
5336,4359,3,2,585.0,1025.0,325.0,345.0,112125.0,True
5337,656,14,13,697.0,394.0,141.0,115.0,16215.0,True
5338,937,14,13,2183.0,1682.0,408.0,214.0,87312.0,True
5339,4308,11,10,275.0,2961.0,118.0,144.0,16992.0,True
5340,3469,11,10,155.0,1564.0,129.0,230.0,29670.0,True
5341,3027,4,3,1043.0,1696.0,1261.0,376.0,474136.0,True
5342,1362,12,11,1845.0,1635.0,142.0,183.0,25986.0,True
5343,4788,9,8,2325.0,945.0,117.0,84.0,9828.0,True
5344,2294,11,10,1941.0,1938.0,65.0,264.0,17160.0,True
5345,1585,8,7,573.0,1203.0,102.0,85.0,8670.0,True
5346,2063,12,11,1745.0,2164.0,240.0,255.0,61200.0,True
5347,1692,14,13,1840.0,722.0,183.0,243.0,44469.0,True
5348,2463,7,6,656.0,2037.0,594.0,553.0,328482.0,True
5349,1712,9,8,1072.0,847.0,53.0,38.0,2014.0,True
5350,1294,14,13,477.0,267.0,707.0,655.0,463085.0,True
5351,4348,4,3,1071.0,1634.0,1390.0,516.0,717240.0,True
5352,43,12,11,1188.0,268.0,269.0,92.0,24748.0,True
5353,2921,12,11,569.0,652.0,296.0,133.0,39368.0,True
5354,2899,8,7,688.0,1344.0,376.0,262.0,98512.0,True
5355,2702,1,0,1180.0,769.0,221.0,268.0,59228.0,True
5356,4332,1,0,1676.0,674.0,342.0,349.0,119358.0,True
5357,4883,4,3,785.0,1442.0,1009.0,360.0,363240.0,True
5358,2209,9,8,552.0,1475.0,76.0,69.0,5244.0,True
5359,2975,1,0,1056.0,566.0,264.0,222.0,58608.0,True
5360,3237,1,0,1034.0,808.0,326.0,311.0,101386.0,True
5361,3197,9,8,2117.0,985.0,73.0,71.0,5183.0,True
5362,2563,8,7,1341.0,437.0,649.0,616.0,399784.0,True
5363,470,12,11,463.0,229.0,330.0,65.0,21450.0,True
5364,1377,1,0,1323.0,610.0,317.0,384.0,121728.0,True
5365,2985,5,4,399.0,1064.0,418.0,378.0,158004.0,True
5366,1728,12,11,506.0,1484.0,236.0,241.0,56876.0,True
5367,3343,12,11,1275.0,48.0,396.0,142.0,56232.0,True
5368,3931,4,3,715.0,1157.0,928.0,386.0,358208.0,True
5369,3583,7,6,797.0,813.0,430.0,796.0,342280.0,True
5370,3666,9,8,661.0,1881.0,101.0,97.0,9797.0,True
5371,4817,11,10,120.0,2186.0,185.0,302.0,55870.0,True
5372,2984,4,3,1067.0,1413.0,1194.0,379.0,452526.0,True
5373,271,5,4,290.0,907.0,716.0,681.0,487596.0,True
5374,307,1,0,1045.0,573.0,251.0,198.0,49698.0,True
5375,2154,1,0,1545.0,850.0,316.0,323.0,102068.0,True
5376,265,8,7,382.0,1482.0,153.0,149.0,22797.0,True
5377,4663,4,3,1201.0,1363.0,1338.0,321.0,429498.0,True
5378,2978,3,2,268.0,1241.0,350.0,406.0,142100.0,True
5379,1737,1,0,1355.0,713.0,352.0,324.0,114048.0,True
5380,862,12,11,128.0,1819.0,88.0,140.0,12320.0,True
5381,157,9,8,1482.0,417.0,323.0,494.0,159562.0,True
5382,1904,10,9,1361.0,486.0,111.0,456.0,50616.0,True
5383,4459,14,13,418.0,1030.0,674.0,447.0,301278.0,True
5384,1877,11,10,296.0,1910.0,243.0,613.0,148959.0,True
5385,808,1,0,1473.0,1015.0,256.0,303.0,77568.0,True
5386,4621,6,5,660.0,870.0,488.0,675.0,329400.0,True
5387,1999,1,0,1835.0,747.0,270.0,342.0,92340.0,True
5388,1006,4,3,697.0,1523.0,902.0,536.0,483472.0,True
5389,4830,14,13,360.0,585.0,658.0,743.0,488894.0,True
5390,1264,8,7,370.0,1250.0,347.0,349.0,121103.0,True
5391,3267,6,5,1328.0,312.0,669.0,1362.0,911178.0,True
5392,1853,7,6,308.0,665.0,611.0,1325.0,809575.0,True
5393,2188,6,5,1385.0,501.0,412.0,614.0,252968.0,True
5394,3162,6,5,233.0,1147.0,511.0,903.0,461433.0,True
5395,236,8,7,413.0,1393.0,121.0,103.0,12463.0,True
5396,307,1,0,1078.0,566.0,208.0,292.0,60736.0,True
5397,1962,11,10,2203.0,2057.0,284.0,278.0,78952.0,True
5398,3866,4,3,854.0,1571.0,1246.0,424.0,528304.0,True
5399,3268,6,5,432.0,1521.0,251.0,340.0,85340.0,True
5400,3156,4,3,1019.0,1712.0,1208.0,402.0,485616.0,True
5401,4808,8,7,323.0,489.0,710.0,1411.0,1001810.0,True
5402,4504,11,10,56.0,1696.0,227.0,325.0,73775.0,True
5403,3106,3,2,1531.0,1073.0,34.0,67.0,2278.0,True
5404,4338,8,7,1540.0,1215.0,469.0,499.0,234031.0,True
5405,2493,4,3,646.0,1605.0,1456.0,650.0,946400.0,True
5406,1510,14,13,1222.0,446.0,512.0,738.0,377856.0,True
5407,2439,6,5,227.0,680.0,800.0,1342.0,1073600.0,True
5408,3157,14,13,864.0,1431.0,235.0,495.0,116325.0,True
5409,4069,11,10,255.0,1763.0,394.0,512.0,201728.0,True
5410,3380,4,3,1013.0,1238.0,1168.0,525.0,613200.0,True
5411,4821,14,13,729.0,1165.0,236.0,247.0,58292.0,True
5412,4320,12,11,588.0,497.0,353.0,175.0,61775.0,True
5413,2311,4,3,840.0,1234.0,1054.0,420.0,442680.0,True
5414,1683,12,11,2287.0,1774.0,130.0,138.0,17940.0,True
5415,3092,1,0,1425.0,985.0,265.0,270.0,71550.0,True
5416,2554,1,0,1669.0,896.0,303.0,430.0,130290.0,True
5417,503,1,0,1616.0,853.0,368.0,430.0,158240.0,True
5418,717,4,3,729.0,1064.0,913.0,363.0,331419.0,True
5419,3668,14,13,1637.0,948.0,124.0,274.0,33976.0,True
5420,2046,12,11,360.0,1511.0,463.0,198.0,91674.0,True
5421,2612,8,7,1883.0,1455.0,255.0,221.0,56355.0,True
5422,287,8,7,699.0,689.0,261.0,599.0,156339.0,True
5423,81,4,3,737.0,1437.0,979.0,381.0,372999.0,True
5424,2463,14,13,612.0,717.0,688.0,692.0,476096.0,True
5425,3954,1,0,1631.0,921.0,491.0,479.0,235189.0,True
5426,4389,1,0,1104.0,865.0,350.0,341.0,119350.0,True
5427,1206,4,3,998.0,1441.0,946.0,381.0,360426.0,True
5428,3150,14,13,457.0,915.0,109.0,139.0,15151.0,True
5429,162,10,9,1367.0,898.0,256.0,983.0,251648.0,True
5430,4672,13,12,609.0,533.0,735.0,710.0,521850.0,True
5431,1001,4,3,806.0,1500.0,919.0,586.0,538534.0,True
5432,4746,9,8,1503.0,1935.0,138.0,166.0,22908.0,True
5433,3782,10,9,1006.0,681.0,206.0,387.0,79722.0,True
5434,647,1,0,1428.0,596.0,194.0,208.0,40352.0,True
5435,2337,8,7,566.0,627.0,505.0,674.0,340370.0,True
5436,3177,12,11,386.0,351.0,262.0,252.0,66024.0,True
5437,1444,14,13,676.0,1772.0,392.0,378.0,148176.0,True
5438,4838,1,0,1332.0,955.0,368.0,465.0,171120.0,True
5439,714,1,0,1101.0,865.0,282.0,249.0,70218.0,True
5440,838,4,3,983.0,1819.0,1123.0,285.0,320055.0,True
5441,3551,14,13,384.0,396.0,338.0,391.0,132158.0,True
5442,4309,12,11,485.0,588.0,608.0,723.0,439584.0,True
5443,460,9,8,702.0,1108.0,79.0,89.0,7031.0,True
5444,4699,9,8,827.0,790.0,301.0,462.0,139062.0,True
5445,2466,7,6,1558.0,493.0,464.0,516.0,239424.0,True
5446,4021,14,13,1649.0,1418.0,247.0,105.0,25935.0,True
5447,2812,12,11,1830.0,327.0,387.0,67.0,25929.0,True
5448,4526,1,0,1070.0,1333.0,310.0,405.0,125550.0,True
5449,380,1,0,1161.0,825.0,275.0,320.0,88000.0,True
5450,3645,11,10,2386.0,2171.0,112.0,165.0,18480.0,True
5451,4389,9,8,1360.0,1059.0,39.0,36.0,1404.0,True
5452,4722,1,0,917.0,512.0,250.0,319.0,79750.0,True
5453,619,14,13,1738.0,1473.0,150.0,54.0,8100.0,True
5454,2277,11,10,478.0,1244.0,338.0,487.0,164606.0,True
5455,3354,4,3,703.0,1319.0,961.0,404.0,388244.0,True
5456,143,1,0,1545.0,699.0,358.0,464.0,166112.0,True
5457,1192,4,3,907.0,1350.0,1207.0,458.0,552806.0,True
5458,133,5,4,368.0,946.0,259.0,342.0,88578.0,True
5459,3390,1,0,923.0,698.0,225.0,281.0,63225.0,True
5460,2899,12,11,174.0,1743.0,109.0,376.0,40984.0,True
5461,3142,4,3,966.0,2090.0,1475.0,418.0,616550.0,True
5462,1589,11,10,2475.0,2576.0,105.0,158.0,16590.0,True
5463,315,2,1,1362.0,812.0,415.0,673.0,279295.0,True
5464,1148,4,3,1203.0,1664.0,954.0,337.0,321498.0,True
5465,1783,2,1,1805.0,684.0,558.0,672.0,374976.0,True
5466,3611,1,0,1453.0,765.0,266.0,322.0,85652.0,True
5467,77,14,13,472.0,760.0,372.0,398.0,148056.0,True
5468,4269,4,3,726.0,1415.0,1048.0,349.0,365752.0,True
5469,1808,4,3,1225.0,1388.0,1143.0,218.0,249174.0,True
5470,3795,4,3,1336.0,1119.0,1048.0,458.0,479984.0,True
5471,2620,1,0,967.0,931.0,271.0,330.0,89430.0,True
5472,4101,11,10,2258.0,2307.0,116.0,240.0,27840.0,True
5473,1559,8,7,2087.0,1050.0,459.0,410.0,188190.0,True
5474,2224,4,3,874.0,1578.0,1178.0,430.0,506540.0,True
5475,4299,3,2,1303.0,848.0,203.0,100.0,20300.0,True
5476,654,14,13,582.0,674.0,453.0,481.0,217893.0,True
5477,518,1,0,1013.0,829.0,214.0,234.0,50076.0,True
5478,243,12,11,403.0,334.0,388.0,168.0,65184.0,True
5479,373,14,13,287.0,496.0,358.0,362.0,129596.0,True
5480,648,11,10,250.0,1645.0,86.0,123.0,10578.0,True
5481,2463,14,13,511.0,1695.0,307.0,177.0,54339.0,True
5482,2453,1,0,1282.0,937.0,328.0,368.0,120704.0,True
5483,482,14,13,791.0,460.0,137.0,126.0,17262.0,True
5484,711,1,0,1134.0,596.0,219.0,300.0,65700.0,True
5485,3411,9,8,2253.0,1312.0,38.0,61.0,2318.0,True
5486,2903,11,10,51.0,1779.0,97.0,134.0,12998.0,True
5487,2432,1,0,1020.0,578.0,225.0,397.0,89325.0,True
5488,3004,1,0,1088.0,787.0,201.0,215.0,43215.0,True
5489,91,8,7,876.0,1613.0,350.0,501.0,175350.0,True
5490,3625,12,11,542.0,276.0,295.0,41.0,12095.0,True
5491,2249,9,8,1386.0,1428.0,50.0,50.0,2500.0,True
5492,819,1,0,1279.0,714.0,258.0,329.0,84882.0,True
5493,1285,4,3,668.0,1506.0,904.0,308.0,278432.0,True
5494,2031,3,2,1343.0,847.0,188.0,275.0,51700.0,True
5495,2556,12,11,1295.0,136.0,363.0,151.0,54813.0,True
5496,3831,6,5,2122.0,1679.0,508.0,971.0,493268.0,True
5497,3822,14,13,433.0,1404.0,232.0,87.0,20184.0,True
5498,1168,3,2,363.0,529.0,538.0,444.0,238872.0,True
5499,3486,11,10,50.0,1865.0,177.0,170.0,30090.0,True
5500,3977,4,3,732.0,1459.0,1056.0,484.0,511104.0,True
5501,826,12,11,410.0,1687.0,177.0,190.0,33630.0,True
5502,1464,1,0,1171.0,742.0,215.0,269.0,57835.0,True
5503,3994,9,8,216.0,233.0,1101.0,2363.0,2601663.0,True
5504,3992,1,0,1275.0,876.0,359.0,332.0,119188.0,True
5505,2074,4,3,856.0,1416.0,994.0,339.0,336966.0,True
5506,3329,11,10,1782.0,1480.0,174.0,256.0,44544.0,True
5507,2285,12,11,1441.0,284.0,708.0,437.0,309396.0,True
5508,1094,10,9,1243.0,763.0,224.0,255.0,57120.0,True
5509,2222,1,0,1416.0,694.0,237.0,245.0,58065.0,True
5510,2432,11,10,1212.0,1038.0,481.0,684.0,329004.0,True
5511,4394,4,3,882.0,1700.0,1187.0,453.0,537711.0,True
5512,1174,6,5,1188.0,1017.0,470.0,1114.0,523580.0,True
5513,4015,12,11,86.0,1422.0,275.0,202.0,55550.0,True
5514,4531,1,0,1369.0,647.0,319.0,329.0,104951.0,True
5515,3644,4,3,841.0,1198.0,1068.0,290.0,309720.0,True
5516,3119,7,6,1774.0,593.0,513.0,677.0,347301.0,True
5517,3979,6,5,529.0,1576.0,450.0,616.0,277200.0,True
5518,1296,7,6,303.0,431.0,854.0,1541.0,1316014.0,True
5519,4420,9,8,973.0,858.0,379.0,692.0,262268.0,True
5520,3812,14,13,1185.0,256.0,597.0,627.0,374319.0,True
5521,1194,12,11,624.0,449.0,976.0,812.0,792512.0,True
5522,1917,12,11,674.0,264.0,561.0,116.0,65076.0,True
5523,3710,3,2,888.0,594.0,463.0,320.0,148160.0,True
5524,2412,1,0,1333.0,513.0,399.0,391.0,156009.0,True
5525,3451,4,3,881.0,1699.0,874.0,298.0,260452.0,True
5526,1439,14,13,1281.0,1405.0,350.0,616.0,215600.0,True
5527,3177,12,11,1135.0,382.0,346.0,95.0,32870.0,True
5528,3594,1,0,1452.0,844.0,436.0,504.0,219744.0,True
5529,2900,1,0,1443.0,582.0,240.0,322.0,77280.0,True
5530,4535,12,11,1265.0,313.0,205.0,60.0,12300.0,True
5531,1809,10,9,116.0,1208.0,417.0,396.0,165132.0,True
5532,2734,4,3,849.0,1832.0,1340.0,643.0,861620.0,True
5533,1851,1,0,1028.0,554.0,495.0,470.0,232650.0,True
5534,4880,14,13,2079.0,869.0,165.0,122.0,20130.0,True
5535,279,1,0,1118.0,561.0,259.0,344.0,89096.0,True
5536,3731,4,3,704.0,1042.0,939.0,348.0,326772.0,True
5537,1782,3,2,1710.0,1153.0,93.0,114.0,10602.0,True
5538,869,11,10,199.0,2132.0,63.0,135.0,8505.0,True
5539,506,1,0,1308.0,612.0,269.0,301.0,80969.0,True
5540,2383,13,12,1276.0,469.0,827.0,1696.0,1402592.0,True
5541,2575,7,6,1635.0,1304.0,453.0,711.0,322083.0,True
5542,1556,8,7,2199.0,1926.0,218.0,212.0,46216.0,True
5543,2305,11,10,2107.0,1368.0,440.0,427.0,187880.0,True
5544,4447,10,9,1569.0,215.0,192.0,148.0,28416.0,True
5545,1111,4,3,791.0,1531.0,964.0,327.0,315228.0,True
5546,1004,12,11,254.0,2074.0,137.0,131.0,17947.0,True
5547,829,1,0,1843.0,772.0,366.0,366.0,133956.0,True
5548,2432,11,10,1113.0,1062.0,604.0,531.0,320724.0,True
5549,1426,11,10,2021.0,1814.0,890.0,310.0,275900.0,True
5550,4084,14,13,1079.0,656.0,206.0,365.0,75190.0,True
5551,2307,1,0,1138.0,943.0,223.0,259.0,57757.0,True
5552,4153,9,8,324.0,674.0,68.0,90.0,6120.0,True
5553,1373,12,11,1639.0,529.0,174.0,91.0,15834.0,True
5554,1457,14,13,409.0,1094.0,324.0,91.0,29484.0,True
5555,3812,12,11,1755.0,1762.0,83.0,224.0,18592.0,True
5556,3134,14,13,2116.0,1970.0,105.0,73.0,7665.0,True
5557,4148,12,11,631.0,274.0,551.0,350.0,192850.0,True
5558,1451,1,0,1361.0,866.0,426.0,514.0,218964.0,True
5559,1893,14,13,817.0,841.0,246.0,120.0,29520.0,True
5560,3432,12,11,153.0,1992.0,115.0,379.0,43585.0,True
5561,4242,10,9,363.0,1598.0,244.0,399.0,97356.0,True
5562,1115,1,0,1509.0,916.0,257.0,343.0,88151.0,True
5563,375,10,9,993.0,745.0,258.0,1013.0,261354.0,True
5564,2401,14,13,224.0,986.0,375.0,133.0,49875.0,True
5565,1139,1,0,1482.0,829.0,222.0,238.0,52836.0,True
5566,4601,1,0,1517.0,662.0,434.0,432.0,187488.0,True
5567,371,1,0,1385.0,875.0,265.0,274.0,72610.0,True
5568,1101,4,3,719.0,1603.0,1031.0,334.0,344354.0,True
5569,2979,4,3,717.0,1141.0,843.0,248.0,209064.0,True
5570,3958,1,0,1422.0,1010.0,346.0,379.0,131134.0,True
5571,2861,12,11,251.0,1849.0,141.0,241.0,33981.0,True
5572,1641,1,0,1390.0,808.0,511.0,620.0,316820.0,True
5573,1793,12,11,2256.0,1833.0,108.0,191.0,20628.0,True
5574,3550,12,11,475.0,533.0,104.0,109.0,11336.0,True
5575,3963,13,12,241.0,453.0,784.0,644.0,504896.0,True
5576,4708,10,9,603.0,1002.0,363.0,308.0,111804.0,True
5577,3822,12,11,167.0,2371.0,352.0,219.0,77088.0,True
5578,2446,14,13,446.0,533.0,495.0,471.0,233145.0,True
5579,2290,10,9,712.0,692.0,334.0,941.0,314294.0,True
5580,3256,8,7,322.0,1137.0,617.0,375.0,231375.0,True
5581,1154,4,3,1196.0,1413.0,1073.0,367.0,393791.0,True
5582,3101,4,3,640.0,1181.0,927.0,316.0,292932.0,True
5583,3949,9,8,714.0,2256.0,65.0,80.0,5200.0,True
5584,332,1,0,1118.0,507.0,290.0,427.0,123830.0,True
5585,3971,14,13,493.0,1519.0,210.0,286.0,60060.0,True
5586,1748,14,13,608.0,1480.0,290.0,73.0,21170.0,True
5587,3022,12,11,1884.0,1657.0,214.0,89.0,19046.0,True
5588,1347,3,2,1365.0,633.0,257.0,189.0,48573.0,True
5589,2390,12,11,579.0,215.0,360.0,152.0,54720.0,True
5590,913,1,0,1046.0,470.0,317.0,294.0,93198.0,True
5591,350,1,0,1246.0,707.0,270.0,284.0,76680.0,True
5592,2114,8,7,713.0,774.0,664.0,985.0,654040.0,True
5593,1446,2,1,262.0,1020.0,375.0,360.0,135000.0,True
5594,3499,3,2,1913.0,1356.0,208.0,495.0,102960.0,True
5595,2512,14,13,1387.0,1492.0,491.0,364.0,178724.0,True
5596,4453,10,9,318.0,2080.0,747.0,334.0,249498.0,True
5597,642,8,7,1365.0,1184.0,563.0,592.0,333296.0,True
5598,3269,4,3,782.0,1359.0,863.0,296.0,255448.0,True
5599,4238,12,11,245.0,1976.0,99.0,120.0,11880.0,True
5600,3212,12,11,1964.0,429.0,165.0,127.0,20955.0,True
5601,2029,8,7,210.0,613.0,466.0,554.0,258164.0,True
5602,3310,7,6,1555.0,910.0,167.0,205.0,34235.0,True
5603,1319,6,5,1678.0,1367.0,414.0,351.0,145314.0,True
5604,1980,6,5,432.0,1453.0,471.0,603.0,284013.0,True
5605,3192,4,3,922.0,1338.0,1222.0,389.0,475358.0,True
5606,3482,14,13,1620.0,459.0,172.0,604.0,103888.0,True
5607,3241,8,7,2111.0,967.0,92.0,92.0,8464.0,True
5608,3606,12,11,187.0,2086.0,82.0,137.0,11234.0,True
5609,3729,12,11,566.0,237.0,431.0,149.0,64219.0,True
5610,3815,5,4,1766.0,1123.0,176.0,380.0,66880.0,True
5611,1814,14,13,769.0,531.0,105.0,152.0,15960.0,True
5612,1295,1,0,1605.0,448.0,304.0,280.0,85120.0,True
5613,2805,12,11,2065.0,2133.0,229.0,387.0,88623.0,True
5614,1163,14,13,1294.0,363.0,168.0,195.0,32760.0,True
5615,4334,1,0,1188.0,782.0,347.0,328.0,113816.0,True
5616,3579,10,9,1350.0,1604.0,170.0,301.0,51170.0,True
5617,4494,4,3,554.0,1277.0,936.0,366.0,342576.0,True
5618,2515,1,0,1395.0,589.0,288.0,353.0,101664.0,True
5619,2114,7,6,2303.0,912.0,287.0,279.0,80073.0,True
5620,3329,1,0,1159.0,876.0,196.0,243.0,47628.0,True
5621,2172,14,13,548.0,503.0,470.0,435.0,204450.0,True
5622,1573,4,3,1185.0,1821.0,1312.0,702.0,921024.0,True
5623,4709,1,0,1322.0,805.0,413.0,559.0,230867.0,True
5624,2340,1,0,1219.0,819.0,331.0,303.0,100293.0,True
5625,2808,14,13,1292.0,409.0,470.0,571.0,268370.0,True
5626,122,5,4,613.0,814.0,311.0,253.0,78683.0,True
5627,2590,8,7,1340.0,1040.0,454.0,699.0,317346.0,True
5628,3193,10,9,449.0,1883.0,39.0,86.0,3354.0,True
5629,1540,6,5,2006.0,1861.0,289.0,217.0,62713.0,True
5630,2185,14,13,1561.0,481.0,177.0,326.0,57702.0,True
5631,3381,12,11,162.0,2779.0,141.0,127.0,17907.0,True
5632,3212,11,10,2513.0,2159.0,116.0,159.0,18444.0,True
5633,4258,4,3,622.0,1403.0,1212.0,690.0,836280.0,True
5634,3307,12,11,221.0,2231.0,104.0,301.0,31304.0,True
5635,513,14,13,1648.0,677.0,698.0,1489.0,1039322.0,True
5636,363,14,13,1418.0,783.0,110.0,213.0,23430.0,True
5637,2062,1,0,1042.0,819.0,252.0,267.0,67284.0,True
5638,2098,1,0,1159.0,1000.0,306.0,446.0,136476.0,True
5639,636,11,10,2248.0,1985.0,170.0,355.0,60350.0,True
5640,100,3,2,2103.0,1403.0,52.0,45.0,2340.0,True
5641,2401,1,0,1084.0,779.0,348.0,273.0,95004.0,True
5642,2008,12,11,1562.0,451.0,456.0,234.0,106704.0,True
5643,1059,14,13,1576.0,346.0,630.0,749.0,471870.0,True
5644,723,4,3,707.0,1363.0,1324.0,311.0,411764.0,True
5645,1538,8,7,595.0,735.0,354.0,444.0,157176.0,True
5646,2889,4,3,1206.0,1658.0,975.0,306.0,298350.0,True
5647,4701,14,13,1617.0,360.0,498.0,495.0,246510.0,True
5648,846,14,13,2301.0,1896.0,146.0,52.0,7592.0,True
5649,2459,10,9,531.0,1718.0,509.0,331.0,168479.0,True
5650,3417,11,10,1708.0,1772.0,94.0,111.0,10434.0,True
5651,1191,12,11,247.0,2202.0,145.0,209.0,30305.0,True
5652,912,6,5,1893.0,779.0,700.0,1430.0,1001000.0,True
5653,1557,1,0,1342.0,942.0,314.0,369.0,115866.0,True
