SOPClassUID,Modality,Rows,Columns,PhotometricInterpretation,TransferSyntaxUID,BitsAllocated,BitsStored,HighBit,PixelRepresentation,SamplesPerPixel,NumberOfFrames_raw,NumberOfFrames_effective,RescaleSlope,RescaleIntercept,rescale_slope_present,rescale_intercept_present,modality_lut_present,modality_lut_count,voi_lut_present,voi_lut_count,WindowCenter_all,WindowWidth_all,window_center_count,window_width_count,window_is_multivalued,VOILUTFunction,PresentationLUTShape,presentation_lut_sequence_present,presentation_lut_sequence_count,PixelPaddingValue,PixelPaddingRangeLimit,pixel_padding_value_present,pixel_padding_range_present,image_id,coco_image_id,canonical_image_id,dicom_relative_path
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,427db646765e399ae43ccd98c50effdc,1311,1310,train/427db646765e399ae43ccd98c50effdc.dicom
ABSENT,ABSENT,2836,2336,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,427f538105c4b3e67683731e4cb6eacf,1312,1311,train/427f538105c4b3e67683731e4cb6eacf.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8512,10434,1,1,False,ABSENT,ABSENT,False,0,,,False,False,429ce8e289547fe54bb229c3091cedbf,1313,1312,train/429ce8e289547fe54bb229c3091cedbf.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,429f8dfd3cd4748c67b8395f9e8d678e,1314,1313,train/429f8dfd3cd4748c67b8395f9e8d678e.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42a0e01edabc44f812173bb07fa5bb09,1315,1314,train/42a0e01edabc44f812173bb07fa5bb09.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42aa1ebd4dbf93efaeb7442f6484ed00,1316,1315,train/42aa1ebd4dbf93efaeb7442f6484ed00.dicom
ABSENT,ABSENT,2789,2750,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42c049fd05428f7d606e9da4a95a8c3b,1317,1316,train/42c049fd05428f7d606e9da4a95a8c3b.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42d2ad470aec5b121fb71822abcecd69,1318,1317,train/42d2ad470aec5b121fb71822abcecd69.dicom
ABSENT,ABSENT,2638,2327,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,39942,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42e45c17b9e92a9108ef6f2f47804d8a,1319,1318,train/42e45c17b9e92a9108ef6f2f47804d8a.dicom
ABSENT,ABSENT,2790,2446,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,36367,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,42fba4329860d5995fea57553104907a,1320,1319,train/42fba4329860d5995fea57553104907a.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43042c8224a4438b1ce2bb0695976182,1321,1320,train/43042c8224a4438b1ce2bb0695976182.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4308b795084095f21117491e3b07f2a7,1322,1321,train/4308b795084095f21117491e3b07f2a7.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,430e3d75b2b3924e82d5fcf9bec84e8b,1323,1322,train/430e3d75b2b3924e82d5fcf9bec84e8b.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,9361,11468,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4334f287e7a843348a24c4dfa9718d6f,1324,1323,train/4334f287e7a843348a24c4dfa9718d6f.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,7439,7146,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4350258eb4d7ec91137c01233fe0a51c,1325,1324,train/4350258eb4d7ec91137c01233fe0a51c.dicom
ABSENT,ABSENT,2929,2749,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4361c97e29d8614a2b2a539beaf8aef0,1326,1325,train/4361c97e29d8614a2b2a539beaf8aef0.dicom
ABSENT,ABSENT,2264,1880,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,4376c4766028d6873001b6653c5b6a13,1327,1326,train/4376c4766028d6873001b6653c5b6a13.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43947f72e5d1a4998606a193af8b7a69,1328,1327,train/43947f72e5d1a4998606a193af8b7a69.dicom
ABSENT,ABSENT,3243,2793,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,1930,3858,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43a9edf6cea5fec0b63f8a6d9e2a50d7,1329,1328,train/43a9edf6cea5fec0b63f8a6d9e2a50d7.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43b12f96beff0400ddc04da244e69983,1330,1329,train/43b12f96beff0400ddc04da244e69983.dicom
ABSENT,ABSENT,2944,2560,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8191,7412,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43c1e275bc208f31cc3b1a6c8fda1ea7,1331,1330,train/43c1e275bc208f31cc3b1a6c8fda1ea7.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43cbc92d48a9318036e947277c3981fd,1332,1331,train/43cbc92d48a9318036e947277c3981fd.dicom
ABSENT,ABSENT,2208,2688,MONOCHROME1,1.2.840.10008.1.2,16,16,15,0,1,,1,,,False,False,False,0,False,0,44646,19274,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43d3137e74ebd344636228e786cb91b0,1333,1332,train/43d3137e74ebd344636228e786cb91b0.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43d5a4a18c3228cf1060d24a9407036c,1334,1333,train/43d5a4a18c3228cf1060d24a9407036c.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,7221,9116,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43d6a61fac5fb77bbf83e0070b914c82,1335,1334,train/43d6a61fac5fb77bbf83e0070b914c82.dicom
ABSENT,ABSENT,2852,2736,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2233,3869,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43e11813c6d7bcef779a1a287edc02c4,1336,1335,train/43e11813c6d7bcef779a1a287edc02c4.dicom
ABSENT,ABSENT,3264,3264,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,6515,1,1,False,ABSENT,ABSENT,False,0,,,False,False,43e96bafa84091eec856901f949efa05,1337,1336,train/43e96bafa84091eec856901f949efa05.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,440d5de43270006800efa1caecede2f1,1338,1337,train/440d5de43270006800efa1caecede2f1.dicom
ABSENT,ABSENT,2980,2876,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2418,2693,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44227b3ea199ef4a06524f5c843e2608,1339,1338,train/44227b3ea199ef4a06524f5c843e2608.dicom
ABSENT,ABSENT,3132,2660,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2493,3047,1,1,False,ABSENT,ABSENT,False,0,,,False,False,442c07cd30e5e5acb538377be3dd4051,1340,1339,train/442c07cd30e5e5acb538377be3dd4051.dicom
ABSENT,ABSENT,2761,2472,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,35617,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4462595f31d1a2c5aac2b3a8a49536d4,1341,1340,train/4462595f31d1a2c5aac2b3a8a49536d4.dicom
ABSENT,ABSENT,2777,2504,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1,0,True,True,False,0,False,0,8983,16384,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4479ab54ba10a7609e2baaf28f04a5cb,1342,1341,train/4479ab54ba10a7609e2baaf28f04a5cb.dicom
ABSENT,ABSENT,3052,3004,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,7175,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4492c069f7ada2a19b95a740e9af64e4,1343,1342,train/4492c069f7ada2a19b95a740e9af64e4.dicom
ABSENT,ABSENT,3188,2736,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44999de3c6dd3312011578cdbfc7116e,1344,1343,train/44999de3c6dd3312011578cdbfc7116e.dicom
ABSENT,ABSENT,2212,2480,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,6651,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44bee0141a26e62f08e6da00b0dbf165,1345,1344,train/44bee0141a26e62f08e6da00b0dbf165.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8604,11444,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44ca3d27effe04ec7ac6e46ef63099b5,1346,1345,train/44ca3d27effe04ec7ac6e46ef63099b5.dicom
ABSENT,ABSENT,2777,2376,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,35217,64085,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44e0f233a3ade73cab164079b182bf41,1347,1346,train/44e0f233a3ade73cab164079b182bf41.dicom
ABSENT,ABSENT,3061,2614,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2282,4618,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44e4be82a8acb16906b5398bc464b472,1348,1347,train/44e4be82a8acb16906b5398bc464b472.dicom
ABSENT,ABSENT,2856,2604,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,9335,3600,1,1,False,ABSENT,ABSENT,False,0,,,False,False,44ff83f86f81c54ed2540ccddcc68263,1349,1348,train/44ff83f86f81c54ed2540ccddcc68263.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,16,15,0,1,1,1,,,False,False,False,0,False,0,29479,53460,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4500dc880a0978a7a1f91a0be2756806,1350,1349,train/4500dc880a0978a7a1f91a0be2756806.dicom
ABSENT,ABSENT,3302,2889,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2173,4106,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4524f9b0da0eb546173210ef937b583c,1351,1350,train/4524f9b0da0eb546173210ef937b583c.dicom
ABSENT,ABSENT,3204,2780,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,7479,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4529b87e145b07c60ef3c4e3c914dc78,1352,1351,train/4529b87e145b07c60ef3c4e3c914dc78.dicom
ABSENT,ABSENT,2868,2292,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8190,12917,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45398cfbf0d0f364c24b5d4458df4c8e,1353,1352,train/45398cfbf0d0f364c24b5d4458df4c8e.dicom
ABSENT,ABSENT,2632,2672,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,1705,4085,1,1,False,ABSENT,ABSENT,False,0,,,False,False,454d4b20bb55eb38f90fd51706531b9e,1354,1353,train/454d4b20bb55eb38f90fd51706531b9e.dicom
ABSENT,ABSENT,2376,1840,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,4552f5fcf83d643416d9da169bfbba67,1355,1354,train/4552f5fcf83d643416d9da169bfbba67.dicom
ABSENT,ABSENT,2581,2672,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2260,3876,1,1,False,ABSENT,ABSENT,False,0,,,False,False,457e53f750c2f152033022e7918cc296,1356,1355,train/457e53f750c2f152033022e7918cc296.dicom
ABSENT,ABSENT,2878,2575,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2413,4537,1,1,False,ABSENT,ABSENT,False,0,,,False,False,458a8766b1f96850e9f893e382058988,1357,1356,train/458a8766b1f96850e9f893e382058988.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,458c16f2648bd04054649d10a11b9fdf,1358,1357,train/458c16f2648bd04054649d10a11b9fdf.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,458dac26200d54d8be49a43e001dc7da,1359,1358,train/458dac26200d54d8be49a43e001dc7da.dicom
ABSENT,ABSENT,2984,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8427,10960,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45be6be8ef7817787b00be04c6fd5286,1360,1359,train/45be6be8ef7817787b00be04c6fd5286.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45d77bbb17ed1131a96b6fa31327a9de,1361,1360,train/45d77bbb17ed1131a96b6fa31327a9de.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45f8fd11d471cfb910172d26f8157ee5,1362,1361,train/45f8fd11d471cfb910172d26f8157ee5.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8778,11420,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45fad4fe08460cf9aec10986ba13c582,1363,1362,train/45fad4fe08460cf9aec10986ba13c582.dicom
ABSENT,ABSENT,3031,2513,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,1913,4027,1,1,False,ABSENT,ABSENT,False,0,,,False,False,45fe7f662e03438dcf15144ae9d74ce5,1364,1363,train/45fe7f662e03438dcf15144ae9d74ce5.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,46355182cba3399f341d1cd6474f45ac,1365,1364,train/46355182cba3399f341d1cd6474f45ac.dicom
ABSENT,ABSENT,1752,1856,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,464c4f4d94d999777e09aca18e381926,1366,1365,train/464c4f4d94d999777e09aca18e381926.dicom
ABSENT,ABSENT,2980,3135,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2175,4030,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4652edceea12613caef68322a7fddec0,1367,1366,train/4652edceea12613caef68322a7fddec0.dicom
ABSENT,ABSENT,2683,2458,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2671,4423,1,1,False,ABSENT,ABSENT,False,0,,,False,False,466b5b5f21f766aecb22148002ff865a,1368,1367,train/466b5b5f21f766aecb22148002ff865a.dicom
ABSENT,ABSENT,2836,2336,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,46b92bf299d677ff131e33dc85a5b8f2,1369,1368,train/46b92bf299d677ff131e33dc85a5b8f2.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,46ddca654164928e6c422e3e2eb24f9e,1370,1369,train/46ddca654164928e6c422e3e2eb24f9e.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8831,10816,1,1,False,ABSENT,ABSENT,False,0,,,False,False,46e487b18e0988c53bf9056bd3689a6d,1371,1370,train/46e487b18e0988c53bf9056bd3689a6d.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,46f3ff375571079569284a232627d27c,1372,1371,train/46f3ff375571079569284a232627d27c.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8463,11520,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47062412df3d5cbfe56f5753cfc45035,1373,1372,train/47062412df3d5cbfe56f5753cfc45035.dicom
ABSENT,ABSENT,3298,2703,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2413,3160,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47110277377a779131d0e08d4389a503,1374,1373,train/47110277377a779131d0e08d4389a503.dicom
ABSENT,ABSENT,2984,3093,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2375,3363,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47188d0c91088558e62b52f1c9f06b0d,1375,1374,train/47188d0c91088558e62b52f1c9f06b0d.dicom
ABSENT,ABSENT,2304,2096,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,4719de7513996807940aa3b1bbbb9610,1376,1375,train/4719de7513996807940aa3b1bbbb9610.dicom
ABSENT,ABSENT,2516,2576,MONOCHROME2,1.2.840.10008.1.2.4.90,16,14,13,0,1,,1,1.000,0.000,True,True,False,0,False,0,8191,6770,1,1,False,ABSENT,ABSENT,False,0,,,False,False,4726c4907566b5876c5c1fc7c5e876f1,1377,1376,train/4726c4907566b5876c5c1fc7c5e876f1.dicom
ABSENT,ABSENT,2988,2600,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2100,3796,1,1,False,ABSENT,ABSENT,False,0,,,False,False,472b196c9371aa9d6e9d23ccf82936c2,1378,1377,train/472b196c9371aa9d6e9d23ccf82936c2.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47322c3b3510df3e395773eca7e06dc8,1379,1378,train/47322c3b3510df3e395773eca7e06dc8.dicom
ABSENT,ABSENT,3028,2517,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,473e37c62215eca1498bf0584e59b69a,1380,1379,train/473e37c62215eca1498bf0584e59b69a.dicom
ABSENT,ABSENT,3208,2614,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2319,3868,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47413ec6c79b4795ea7849cea26ece84,1381,1380,train/47413ec6c79b4795ea7849cea26ece84.dicom
ABSENT,ABSENT,2899,2514,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,474bbe6ff1f8b29f0e274dc459d95f70,1382,1381,train/474bbe6ff1f8b29f0e274dc459d95f70.dicom
ABSENT,ABSENT,3072,2540,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8599,9904,1,1,False,ABSENT,ABSENT,False,0,,,False,False,474f5063494b22e24a8a4855b080a640,1383,1382,train/474f5063494b22e24a8a4855b080a640.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,475705a8adf676e4f6d9db5296ed2b71,1384,1383,train/475705a8adf676e4f6d9db5296ed2b71.dicom
ABSENT,ABSENT,2200,1880,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,,,False,False,False,0,False,0,,,0,0,False,ABSENT,ABSENT,False,0,,,False,False,4758f12fa97db882fa8b7142014cefb4,1385,1384,train/4758f12fa97db882fa8b7142014cefb4.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,476d64deaa4b32e9de9a508d3541f5a9,1386,1385,train/476d64deaa4b32e9de9a508d3541f5a9.dicom
ABSENT,ABSENT,2880,2304,MONOCHROME1,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2047,4095,1,1,False,ABSENT,ABSENT,False,0,,,False,False,477085017102d1d52b49984eb8b65a0c,1387,1386,train/477085017102d1d52b49984eb8b65a0c.dicom
ABSENT,ABSENT,2457,2148,MONOCHROME2,1.2.840.10008.1.2.4.90,16,16,15,0,1,1,1,,,False,False,False,0,False,0,32767,65535,1,1,False,ABSENT,ABSENT,False,0,,,False,False,479f688143635e866da68da5dcd88efc,1388,1387,train/479f688143635e866da68da5dcd88efc.dicom
ABSENT,ABSENT,3137,2779,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2000,3814,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47a50643e0ffee2204984ca1ac6bccf0,1389,1388,train/47a50643e0ffee2204984ca1ac6bccf0.dicom
ABSENT,ABSENT,2084,2504,MONOCHROME2,1.2.840.10008.1.2.1,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47b5f7251d5c95b57e1fd1263587c2bb,1390,1389,train/47b5f7251d5c95b57e1fd1263587c2bb.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8843,11470,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47c3488b2b2c3cc1fe426ba89c5ea057,1391,1390,train/47c3488b2b2c3cc1fe426ba89c5ea057.dicom
ABSENT,ABSENT,3072,3072,MONOCHROME2,1.2.840.10008.1.2,16,14,13,0,1,1,1,,,False,False,False,0,False,0,8551,10456,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47d1e25eede8a23cc44fda5c031127d6,1392,1391,train/47d1e25eede8a23cc44fda5c031127d6.dicom
ABSENT,ABSENT,3255,2923,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2113,4071,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47d5d77dd3faf937362a6a8c44c3df6d,1393,1392,train/47d5d77dd3faf937362a6a8c44c3df6d.dicom
ABSENT,ABSENT,3353,2568,MONOCHROME2,1.2.840.10008.1.2,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,47ed17dcb2cbeec15182ed335a8b5a9e,1394,1393,train/47ed17dcb2cbeec15182ed335a8b5a9e.dicom
ABSENT,ABSENT,2500,2048,MONOCHROME2,1.2.840.10008.1.2.4.90,16,12,11,0,1,,1,1,0,True,True,False,0,False,0,2048,4096,1,1,False,ABSENT,ABSENT,False,0,,,False,False,480fba9f814cae86968210673cab2c61,1395,1394,train/480fba9f814cae86968210673cab2c61.dicom
